#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Csuecicum_BBB00046	dual	dual	plastid	plastid	plastid
Csuecicum_BBB00047	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00048	dual	dual	mitochondrial	plastid	N/A
Csuecicum_BBB00056	plastid	plastid	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00063	mitochondrial	non-organellar	non-organellar	mitochondrial	mitochondrial
Csuecicum_BBB00054	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00062	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00058	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Csuecicum_BBB00055	dual	dual	plastid	mitochondrial	mitochondrial
Csuecicum_BBB00060	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00061	plastid	plastid	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00052	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00057	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00059	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00051	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB00053	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00068	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00074	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00067	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00077	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00073	dual	plastid	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB00070	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00071	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Csuecicum_BBB00069	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00075	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00076	dual	dual	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00072	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00064	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00065	dual	non-organellar	mitochondrial	plastid	non-organellar
Csuecicum_BBB00066	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00081	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB00089	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB00088	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00091	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB00087	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00090	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00084	dual	dual	plastid	plastid	dual
Csuecicum_BBB00079	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00086	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00083	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00092	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00082	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00085	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00080	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00078	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00099	dual	dual	plastid	plastid	dual
Csuecicum_BBB00097	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00093	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB00094	dual	dual	plastid	plastid	dual
Csuecicum_BBB00098	plastid	plastid	non-organellar	non-organellar	plastid
Csuecicum_BBB00096	dual	dual	plastid	plastid	non-organellar
Csuecicum_BBB00100	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00101	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB00095	dual	dual	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00105	plastid	plastid	plastid	non-organellar	non-organellar
Csuecicum_BBB00112	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00102	dual	dual	plastid	plastid	non-organellar
Csuecicum_BBB00111	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00104	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00107	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00113	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00108	plastid	plastid	plastid	non-organellar	non-organellar
Csuecicum_BBB00106	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00103	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00110	plastid	plastid	plastid	plastid	plastid
Csuecicum_BBB00109	dual	mitochondrial	mitochondrial	plastid	non-organellar
Csuecicum_BBB00116	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00120	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00118	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00123	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00121	dual	plastid	mitochondrial	plastid	non-organellar
Csuecicum_BBB00122	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB00119	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00115	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00114	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00117	dual	dual	plastid	plastid	non-organellar
Csuecicum_BBB00132	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00131	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB00128	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Csuecicum_BBB00127	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00136	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00133	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00124	dual	dual	mitochondrial	mitochondrial	non-organellar
Csuecicum_BBB00130	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00135	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Csuecicum_BBB00129	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00134	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00126	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00125	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00144	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00137	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00140	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00142	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00139	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00138	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB00141	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB00143	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB00147	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00153	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00152	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00145	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00155	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00156	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB00148	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00149	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00146	plastid	plastid	plastid	non-organellar	N/A
Csuecicum_BBB00157	plastid	plastid	plastid	plastid	plastid
Csuecicum_BBB00154	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00150	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00151	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00162	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00163	dual	plastid	plastid	plastid	dual
Csuecicum_BBB00158	plastid	plastid	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00161	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB00160	dual	dual	plastid	plastid	plastid
Csuecicum_BBB00159	plastid	plastid	plastid	plastid	non-organellar
Csuecicum_BBB00164	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Csuecicum_BBB14627	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14628	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14597	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14596	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14553	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14559	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14560	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14554	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Csuecicum_BBB14555	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14556	dual	plastid	mitochondrial	non-organellar	N/A
Csuecicum_BBB14558	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB14557	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14561	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14063	dual	mitochondrial	plastid	non-organellar	non-organellar
Csuecicum_BBB14061	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Csuecicum_BBB14062	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Csuecicum_BBB14057	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14060	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14059	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB14058	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14589	plastid	plastid	plastid	plastid	plastid
Csuecicum_BBB14586	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14588	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB14592	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Csuecicum_BBB14587	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14591	dual	plastid	plastid	dual	non-organellar
Csuecicum_BBB14590	dual	dual	mitochondrial	mitochondrial	mitochondrial
Csuecicum_BBB21879	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
Csuecicum_BBB14584	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14580	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Csuecicum_BBB14582	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14583	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14581	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14579	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14585	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB14578	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14189	dual	mitochondrial	plastid	non-organellar	non-organellar
Csuecicum_BBB14191	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14192	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14190	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14297	mitochondrial	mitochondrial	non-organellar	non-organellar	mitochondrial
Csuecicum_BBB14299	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14300	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14298	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Csuecicum_BBB14301	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14302	plastid	plastid	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06130	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06136	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Csuecicum_BBB06137	dual	plastid	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB06132	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06131	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06135	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06134	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06133	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB06144	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Csuecicum_BBB06148	dual	dual	plastid	plastid	non-organellar
Csuecicum_BBB06149	dual	plastid	mitochondrial	plastid	dual
Csuecicum_BBB06141	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB06147	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06145	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB06139	plastid	plastid	plastid	non-organellar	non-organellar
Csuecicum_BBB06140	dual	dual	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB06138	dual	dual	mitochondrial	mitochondrial	mitochondrial
Csuecicum_BBB06146	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06143	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06142	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14429	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14430	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14431	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB21881	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14221	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14222	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14223	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14225	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14216	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14218	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14217	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14219	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14224	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14220	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14470	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14469	dual	dual	mitochondrial	mitochondrial	mitochondrial
Csuecicum_BBB14471	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14437	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14432	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14438	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14440	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14439	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14443	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14436	dual	dual	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14434	dual	dual	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14441	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB14435	dual	dual	mitochondrial	mitochondrial	non-organellar
Csuecicum_BBB14442	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14444	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14433	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Csuecicum_BBB14525	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB14524	dual	non-organellar	non-organellar	dual	non-organellar
Csuecicum_BBB14512	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14511	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14514	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14515	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14513	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14380	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14379	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14381	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14382	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14384	dual	plastid	mitochondrial	plastid	non-organellar
Csuecicum_BBB14383	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14598	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14599	plastid	plastid	plastid	plastid	non-organellar
Csuecicum_BBB14600	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06187	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06184	dual	plastid	mitochondrial	plastid	plastid
Csuecicum_BBB06185	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06186	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06196	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06191	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06190	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06193	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06199	plastid	non-organellar	plastid	non-organellar	non-organellar
Csuecicum_BBB06188	dual	dual	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06195	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Csuecicum_BBB06189	plastid	plastid	plastid	non-organellar	non-organellar
Csuecicum_BBB06198	plastid	non-organellar	plastid	plastid	plastid
Csuecicum_BBB06194	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06192	plastid	plastid	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06197	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06201	dual	dual	mitochondrial	dual	mitochondrial
Csuecicum_BBB06218	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06208	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06212	plastid	plastid	plastid	plastid	plastid
Csuecicum_BBB06221	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06213	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06209	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06219	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06225	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06215	plastid	plastid	plastid	plastid	non-organellar
Csuecicum_BBB06204	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB06203	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB06202	dual	plastid	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB06210	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06222	dual	dual	mitochondrial	mitochondrial	dual
Csuecicum_BBB06200	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06217	plastid	non-organellar	non-organellar	non-organellar	plastid
Csuecicum_BBB06223	plastid	plastid	plastid	plastid	non-organellar
Csuecicum_BBB06220	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06211	dual	dual	mitochondrial	mitochondrial	non-organellar
Csuecicum_BBB06224	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Csuecicum_BBB06206	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB06216	dual	dual	mitochondrial	mitochondrial	mitochondrial
Csuecicum_BBB06214	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06205	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB06226	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Csuecicum_BBB06207	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06229	dual	plastid	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB06228	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB06227	dual	non-organellar	mitochondrial	non-organellar	plastid
Csuecicum_BBB06230	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB06231	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14609	dual	dual	mitochondrial	mitochondrial	non-organellar
Csuecicum_BBB14312	plastid	plastid	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14310	dual	dual	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14307	dual	plastid	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14308	dual	dual	non-organellar	plastid	non-organellar
Csuecicum_BBB14309	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14313	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14311	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Csuecicum_BBB14739	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Csuecicum_BBB14736	dual	dual	plastid	non-organellar	non-organellar
