#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Spo00116	dual	dual	mitochondrial	plastid	plastid
Spo00117	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00118	dual	dual	mitochondrial	non-organellar	non-organellar
Spo00119	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00120	dual	mitochondrial	plastid	plastid	non-organellar
Spo00121	dual	dual	mitochondrial	plastid	non-organellar
Spo00122	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo00124	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00125	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00126	plastid	plastid	plastid	non-organellar	non-organellar
Spo00128	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00129	plastid	plastid	plastid	plastid	non-organellar
Spo00133	dual	dual	mitochondrial	mitochondrial	dual
Spo00134	dual	dual	non-organellar	plastid	non-organellar
Spo00135	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00136	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00137	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00138	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo00139	plastid	plastid	plastid	non-organellar	non-organellar
Spo00140	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo00141	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00142	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00143	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00144	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00145	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00146	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00147	mitochondrial	non-organellar	non-organellar	mitochondrial	mitochondrial
Spo00148	dual	mitochondrial	mitochondrial	plastid	mitochondrial
Spo00149	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00152	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo00153	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00154	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo00155	dual	plastid	mitochondrial	non-organellar	non-organellar
Spo00156	plastid	plastid	plastid	plastid	non-organellar
Spo00157	plastid	plastid	plastid	non-organellar	non-organellar
Spo00158	dual	plastid	mitochondrial	non-organellar	non-organellar
Spo00159	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00160	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00161	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00162	plastid	non-organellar	plastid	plastid	N/A
Spo00163	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00164	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Spo00165	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00166	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00167	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00168	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00169	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00170	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00171	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00172	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00173	dual	non-organellar	mitochondrial	plastid	non-organellar
Spo00174	dual	non-organellar	mitochondrial	plastid	non-organellar
Spo00175	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00176	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00177	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00178	dual	plastid	mitochondrial	plastid	non-organellar
Spo00179	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00180	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00181	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00182	plastid	plastid	plastid	non-organellar	non-organellar
Spo00183	plastid	plastid	plastid	plastid	non-organellar
Spo00185	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00186	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00187	dual	mitochondrial	non-organellar	plastid	non-organellar
Spo00188	dual	plastid	mitochondrial	non-organellar	non-organellar
Spo00189	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00190	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00191	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00192	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00193	plastid	plastid	plastid	non-organellar	non-organellar
Spo00194	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00195	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00196	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00197	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00198	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00199	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00200	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00201	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00202	dual	dual	plastid	plastid	non-organellar
Spo00203	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00204	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00205	dual	dual	mitochondrial	non-organellar	non-organellar
Spo00206	dual	dual	mitochondrial	dual	mitochondrial
Spo00207	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00208	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00209	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00210	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Spo00211	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00212	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Spo00213	plastid	plastid	non-organellar	non-organellar	non-organellar
Spo00214	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00215	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00216	plastid	plastid	plastid	non-organellar	non-organellar
Spo00217	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00218	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00219	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00220	plastid	non-organellar	non-organellar	plastid	non-organellar
Spo00221	plastid	plastid	plastid	plastid	non-organellar
Spo00222	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00223	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00224	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00225	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Spo00226	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00227	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00228	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Spo00229	plastid	plastid	plastid	plastid	non-organellar
Spo00230	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00231	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00232	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00233	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00234	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00235	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00236	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00237	plastid	plastid	plastid	plastid	plastid
Spo00238	plastid	plastid	plastid	plastid	plastid
Spo00239	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00240	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00241	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00242	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00243	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00244	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00245	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00246	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00247	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00248	dual	dual	mitochondrial	dual	non-organellar
Spo00249	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00250	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00252	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo00253	dual	dual	non-organellar	non-organellar	non-organellar
Spo00255	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00256	plastid	plastid	plastid	plastid	plastid
Spo00257	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00259	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00260	plastid	non-organellar	non-organellar	plastid	non-organellar
Spo00261	plastid	non-organellar	plastid	plastid	non-organellar
Spo00262	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00263	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00264	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00265	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00266	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00267	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00268	dual	dual	mitochondrial	non-organellar	non-organellar
Spo00270	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00271	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00272	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo00273	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00274	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Spo00275	plastid	non-organellar	plastid	plastid	non-organellar
Spo00276	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00277	dual	plastid	mitochondrial	dual	non-organellar
Spo00278	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00279	plastid	non-organellar	non-organellar	plastid	non-organellar
Spo00280	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00281	plastid	plastid	non-organellar	non-organellar	non-organellar
Spo00282	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00283	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00284	plastid	plastid	plastid	plastid	plastid
Spo00285	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00286	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00287	plastid	plastid	plastid	non-organellar	non-organellar
Spo00288	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00289	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00290	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Spo00291	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo00292	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00293	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00294	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00295	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00296	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00297	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00298	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00299	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00300	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00301	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00302	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00303	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00304	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Spo00305	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Spo00306	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00307	plastid	plastid	plastid	plastid	plastid
Spo00308	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00309	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Spo00310	dual	mitochondrial	mitochondrial	plastid	mitochondrial
Spo00311	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00312	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo00313	dual	dual	plastid	plastid	plastid
Spo00314	plastid	plastid	non-organellar	plastid	non-organellar
Spo00315	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Spo00316	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00317	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00318	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00319	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Spo00320	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00321	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo00322	plastid	plastid	non-organellar	non-organellar	non-organellar
Spo00323	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00324	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00325	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00326	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00329	plastid	plastid	plastid	plastid	plastid
Spo00330	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00331	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00332	plastid	plastid	plastid	non-organellar	non-organellar
Spo00333	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00334	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00335	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00336	dual	dual	mitochondrial	mitochondrial	non-organellar
Spo00337	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00338	dual	dual	mitochondrial	plastid	non-organellar
Spo00339	dual	dual	mitochondrial	dual	plastid
Spo00340	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00341	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00342	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00343	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00344	dual	dual	mitochondrial	non-organellar	non-organellar
Spo00345	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00346	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00347	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Spo00348	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00349	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00350	dual	mitochondrial	plastid	non-organellar	non-organellar
Spo00351	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00352	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00353	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00354	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00355	dual	plastid	mitochondrial	non-organellar	non-organellar
Spo00356	dual	plastid	mitochondrial	plastid	plastid
Spo00357	dual	dual	non-organellar	non-organellar	non-organellar
Spo00358	dual	mitochondrial	plastid	non-organellar	non-organellar
Spo00359	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00360	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00361	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00362	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00363	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00364	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo00365	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00366	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00367	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00368	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00369	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Spo00370	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00371	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00372	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00373	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00375	plastid	plastid	non-organellar	non-organellar	non-organellar
Spo00378	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00379	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00380	plastid	plastid	plastid	plastid	non-organellar
Spo00381	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00382	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00383	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00384	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00385	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00386	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00387	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00388	dual	dual	plastid	plastid	non-organellar
Spo00389	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00390	mitochondrial	mitochondrial	mitochondrial	non-organellar	mitochondrial
Spo00391	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo00392	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00393	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00394	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00395	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00396	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00397	plastid	plastid	plastid	plastid	non-organellar
Spo00398	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00399	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00400	dual	dual	mitochondrial	dual	mitochondrial
Spo00401	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00403	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00405	dual	plastid	mitochondrial	plastid	non-organellar
Spo00406	dual	dual	mitochondrial	plastid	non-organellar
Spo00407	dual	dual	mitochondrial	mitochondrial	mitochondrial
Spo00408	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00409	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00410	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Spo00411	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00412	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00413	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00414	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00416	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00417	dual	dual	mitochondrial	mitochondrial	non-organellar
Spo00418	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00419	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00420	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Spo00421	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Spo00422	plastid	plastid	plastid	plastid	plastid
Spo00423	plastid	non-organellar	plastid	non-organellar	non-organellar
Spo00424	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00426	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00427	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00428	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00429	dual	mitochondrial	plastid	plastid	plastid
Spo00430	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Spo00431	dual	dual	mitochondrial	mitochondrial	mitochondrial
Spo00432	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00433	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00434	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00435	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00436	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Spo00437	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
