Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Csuecicum_BBB00016	Csuecicum_BBB00073	Csuecicum_BBB06244	Csuecicum_BBB00098	Csuecicum_BBB06680	Csuecicum_BBB06136	Csuecicum_BBB00073	Csuecicum_BBB06322	Csuecicum_BBB14384	Csuecicum_BBB06680	Csuecicum_BBB14757	Csuecicum_BBB00084	Csuecicum_BBB08883	Csuecicum_BBB09529		Csuecicum_BBB06680	Csuecicum_BBB06680	Csuecicum_BBB09864	Csuecicum_BBB17239	Csuecicum_BBB02763				Csuecicum_BBB06610	Csuecicum_BBB02230							Csuecicum_BBB16888		Csuecicum_BBB03721	Csuecicum_BBB02318	Csuecicum_BBB02447	Csuecicum_BBB05540	Csuecicum_BBB10292	Csuecicum_BBB06727	Csuecicum_BBB07486			Csuecicum_BBB02813	Csuecicum_BBB11476	Csuecicum_BBB01090		Csuecicum_BBB07092					Csuecicum_BBB21665		Csuecicum_BBB13089	Csuecicum_BBB16888	
Csuecicum_BBB00010	Csuecicum_BBB00084	Csuecicum_BBB14413	Csuecicum_BBB00096	Csuecicum_BBB01561	Csuecicum_BBB06148	Csuecicum_BBB00084	Csuecicum_BBB14528	Csuecicum_BBB06184	Csuecicum_BBB01561	Csuecicum_BBB14835	Csuecicum_BBB00098	Csuecicum_BBB09891	Csuecicum_BBB02710		Csuecicum_BBB01561	Csuecicum_BBB01561	Csuecicum_BBB02916	Csuecicum_BBB02178	Csuecicum_BBB02793				Csuecicum_BBB14912	Csuecicum_BBB17160							Csuecicum_BBB16459		Csuecicum_BBB12208	Csuecicum_BBB02447	Csuecicum_BBB08749		Csuecicum_BBB19498	Csuecicum_BBB06814	Csuecicum_BBB01898			Csuecicum_BBB02939	Csuecicum_BBB11627	Csuecicum_BBB21798		Csuecicum_BBB01778					Csuecicum_BBB01130		Csuecicum_BBB21717	Csuecicum_BBB16459	
Csuecicum_BBB00009	Csuecicum_BBB00098	Csuecicum_BBB14722	Csuecicum_BBB00105	Csuecicum_BBB15337	Csuecicum_BBB06149	Csuecicum_BBB00098	Csuecicum_BBB06337	Csuecicum_BBB06222	Csuecicum_BBB15337	Csuecicum_BBB14834	Csuecicum_BBB00096	Csuecicum_BBB10479	Csuecicum_BBB18774		Csuecicum_BBB15337	Csuecicum_BBB01799	Csuecicum_BBB10251	Csuecicum_BBB08635	Csuecicum_BBB09858				Csuecicum_BBB14947	Csuecicum_BBB02400							Csuecicum_BBB08141		Csuecicum_BBB14168	Csuecicum_BBB02469	Csuecicum_BBB17562		Csuecicum_BBB10167	Csuecicum_BBB15089	Csuecicum_BBB07731			Csuecicum_BBB11098	Csuecicum_BBB12373			Csuecicum_BBB07489							Csuecicum_BBB05737	Csuecicum_BBB08141	
Csuecicum_BBB00014	Csuecicum_BBB00096	Csuecicum_BBB06310	Csuecicum_BBB00108	Csuecicum_BBB07117	Csuecicum_BBB06138	Csuecicum_BBB00096	Csuecicum_BBB06349	Csuecicum_BBB14308	Csuecicum_BBB07117	Csuecicum_BBB14795	Csuecicum_BBB00105	Csuecicum_BBB00604	Csuecicum_BBB09836		Csuecicum_BBB07117	Csuecicum_BBB02228	Csuecicum_BBB03081	Csuecicum_BBB17761	Csuecicum_BBB03508				Csuecicum_BBB15017	Csuecicum_BBB02523							Csuecicum_BBB08207		Csuecicum_BBB14083	Csuecicum_BBB08749	Csuecicum_BBB02521		Csuecicum_BBB20560	Csuecicum_BBB14982	Csuecicum_BBB16524			Csuecicum_BBB11349	Csuecicum_BBB13099			Csuecicum_BBB16390								Csuecicum_BBB08207	
Csuecicum_BBB00018	Csuecicum_BBB00105	Csuecicum_BBB06322	Csuecicum_BBB00110	Csuecicum_BBB01625	Csuecicum_BBB14469	Csuecicum_BBB00105	Csuecicum_BBB06343	Csuecicum_BBB14736	Csuecicum_BBB01625	Csuecicum_BBB06418	Csuecicum_BBB00108	Csuecicum_BBB03721	Csuecicum_BBB10292		Csuecicum_BBB01625	Csuecicum_BBB09398	Csuecicum_BBB03071	Csuecicum_BBB08935	Csuecicum_BBB20191				Csuecicum_BBB15005	Csuecicum_BBB02524							Csuecicum_BBB02150			Csuecicum_BBB17562	Csuecicum_BBB10028		Csuecicum_BBB00635	Csuecicum_BBB14984	Csuecicum_BBB17081			Csuecicum_BBB12386	Csuecicum_BBB05526			Csuecicum_BBB02020								Csuecicum_BBB02150	
Csuecicum_BBB00019	Csuecicum_BBB00107	Csuecicum_BBB14528	Csuecicum_BBB00109	Csuecicum_BBB06968	Csuecicum_BBB14384	Csuecicum_BBB00107	Csuecicum_BBB14693	Csuecicum_BBB14703	Csuecicum_BBB06968	Csuecicum_BBB06427	Csuecicum_BBB00110	Csuecicum_BBB12208	Csuecicum_BBB19498		Csuecicum_BBB06968	Csuecicum_BBB02738	Csuecicum_BBB19558	Csuecicum_BBB08875	Csuecicum_BBB03617				Csuecicum_BBB01537	Csuecicum_BBB02604							Csuecicum_BBB08828			Csuecicum_BBB02521	Csuecicum_BBB10619		Csuecicum_BBB12316	Csuecicum_BBB14986	Csuecicum_BBB08552			Csuecicum_BBB11828				Csuecicum_BBB16711								Csuecicum_BBB08828	
Csuecicum_BBB00013	Csuecicum_BBB00108	Csuecicum_BBB06337	Csuecicum_BBB00121	Csuecicum_BBB01799	Csuecicum_BBB06184	Csuecicum_BBB00108	Csuecicum_BBB14455	Csuecicum_BBB14517	Csuecicum_BBB01799	Csuecicum_BBB06436	Csuecicum_BBB00109	Csuecicum_BBB14168	Csuecicum_BBB10167		Csuecicum_BBB01799	Csuecicum_BBB18765	Csuecicum_BBB10115	Csuecicum_BBB08829	Csuecicum_BBB20495				Csuecicum_BBB01586	Csuecicum_BBB19383							Csuecicum_BBB02593			Csuecicum_BBB17991	Csuecicum_BBB03158		Csuecicum_BBB12920	Csuecicum_BBB15587	Csuecicum_BBB17065			Csuecicum_BBB05381				Csuecicum_BBB08009								Csuecicum_BBB02593	
Csuecicum_BBB00024	Csuecicum_BBB00110	Csuecicum_BBB06349	Csuecicum_BBB00122	Csuecicum_BBB07555	Csuecicum_BBB06201	Csuecicum_BBB00110	Csuecicum_BBB14757	Csuecicum_BBB14562	Csuecicum_BBB07555	Csuecicum_BBB01326	Csuecicum_BBB00121	Csuecicum_BBB14083	Csuecicum_BBB19626		Csuecicum_BBB07555	Csuecicum_BBB03008	Csuecicum_BBB19419	Csuecicum_BBB17868	Csuecicum_BBB03808				Csuecicum_BBB01599	Csuecicum_BBB20069							Csuecicum_BBB09219			Csuecicum_BBB10028	Csuecicum_BBB03255		Csuecicum_BBB05183	Csuecicum_BBB01708	Csuecicum_BBB17390			Csuecicum_BBB05776				Csuecicum_BBB08010								Csuecicum_BBB18096	
Csuecicum_BBB00021	Csuecicum_BBB00109	Csuecicum_BBB06343	Csuecicum_BBB00156	Csuecicum_BBB07783	Csuecicum_BBB06222	Csuecicum_BBB00109	Csuecicum_BBB06297	Csuecicum_BBB14482	Csuecicum_BBB07783	Csuecicum_BBB01365	Csuecicum_BBB00122	Csuecicum_BBB00107	Csuecicum_BBB12078		Csuecicum_BBB07783	Csuecicum_BBB18922	Csuecicum_BBB03229	Csuecicum_BBB18234	Csuecicum_BBB03812				Csuecicum_BBB15362	Csuecicum_BBB10717							Csuecicum_BBB18096			Csuecicum_BBB10619	Csuecicum_BBB19767		Csuecicum_BBB05182	Csuecicum_BBB16137	Csuecicum_BBB02405							Csuecicum_BBB16955								Csuecicum_BBB18600	
Csuecicum_BBB00026	Csuecicum_BBB00121	Csuecicum_BBB14490	Csuecicum_BBB00157	Csuecicum_BBB02012	Csuecicum_BBB14308	Csuecicum_BBB00121	Csuecicum_BBB06488	Csuecicum_BBB14485	Csuecicum_BBB02012	Csuecicum_BBB01358	Csuecicum_BBB00156	Csuecicum_BBB01365	Csuecicum_BBB04509		Csuecicum_BBB02012	Csuecicum_BBB10489	Csuecicum_BBB03359	Csuecicum_BBB02671	Csuecicum_BBB20424				Csuecicum_BBB06728	Csuecicum_BBB20354							Csuecicum_BBB18600			Csuecicum_BBB03158	Csuecicum_BBB10336		Csuecicum_BBB05678	Csuecicum_BBB07244	Csuecicum_BBB02410							Csuecicum_BBB08073								Csuecicum_BBB19082	
Csuecicum_BBB00027	Csuecicum_BBB00122	Csuecicum_BBB14693	Csuecicum_BBB00163	Csuecicum_BBB02228	Csuecicum_BBB14736	Csuecicum_BBB00122	Csuecicum_BBB06435	Csuecicum_BBB06314	Csuecicum_BBB02228	Csuecicum_BBB01373	Csuecicum_BBB00157	Csuecicum_BBB06718	Csuecicum_BBB12316		Csuecicum_BBB02228	Csuecicum_BBB03286	Csuecicum_BBB19892	Csuecicum_BBB09141	Csuecicum_BBB11519				Csuecicum_BBB06806	Csuecicum_BBB11270							Csuecicum_BBB19082			Csuecicum_BBB03255	Csuecicum_BBB03732		Csuecicum_BBB14050	Csuecicum_BBB15895	Csuecicum_BBB02446							Csuecicum_BBB16456								Csuecicum_BBB10569	
Csuecicum_BBB00020	Csuecicum_BBB00156	Csuecicum_BBB14455	Csuecicum_BBB00160	Csuecicum_BBB08659	Csuecicum_BBB14703	Csuecicum_BBB00156	Csuecicum_BBB01298	Csuecicum_BBB14529	Csuecicum_BBB08659	Csuecicum_BBB06412	Csuecicum_BBB00163	Csuecicum_BBB07125	Csuecicum_BBB12920		Csuecicum_BBB08659	Csuecicum_BBB19146	Csuecicum_BBB20260	Csuecicum_BBB02711	Csuecicum_BBB03892				Csuecicum_BBB14982	Csuecicum_BBB20868							Csuecicum_BBB10569			Csuecicum_BBB19767	Csuecicum_BBB21120		Csuecicum_BBB05921	Csuecicum_BBB16783	Csuecicum_BBB02662							Csuecicum_BBB16980								Csuecicum_BBB03523	
Csuecicum_BBB00028	Csuecicum_BBB00157	Csuecicum_BBB14757	Csuecicum_BBB14589	Csuecicum_BBB08847	Csuecicum_BBB14517	Csuecicum_BBB00157	Csuecicum_BBB01326	Csuecicum_BBB14680	Csuecicum_BBB08847	Csuecicum_BBB14863	Csuecicum_BBB00160	Csuecicum_BBB01746	Csuecicum_BBB05179		Csuecicum_BBB08847	Csuecicum_BBB20003	Csuecicum_BBB00619	Csuecicum_BBB02763	Csuecicum_BBB11510				Csuecicum_BBB14984	Csuecicum_BBB12240							Csuecicum_BBB03523			Csuecicum_BBB10336	Csuecicum_BBB13017			Csuecicum_BBB07906	Csuecicum_BBB18422							Csuecicum_BBB17472								Csuecicum_BBB11422	
Csuecicum_BBB00022	Csuecicum_BBB00163	Csuecicum_BBB14835	Csuecicum_BBB14297	Csuecicum_BBB09398	Csuecicum_BBB06245	Csuecicum_BBB00163	Csuecicum_BBB01348	Csuecicum_BBB06506	Csuecicum_BBB09398	Csuecicum_BBB15012	Csuecicum_BBB14589	Csuecicum_BBB07292	Csuecicum_BBB05183		Csuecicum_BBB09398	Csuecicum_BBB19802	Csuecicum_BBB11185	Csuecicum_BBB02793	Csuecicum_BBB11583				Csuecicum_BBB14986	Csuecicum_BBB04619							Csuecicum_BBB11422			Csuecicum_BBB20341	Csuecicum_BBB12956			Csuecicum_BBB07893	Csuecicum_BBB02813							Csuecicum_BBB08299								Csuecicum_BBB11642	
Csuecicum_BBB00023	Csuecicum_BBB00160	Csuecicum_BBB14834	Csuecicum_BBB06149	Csuecicum_BBB02738	Csuecicum_BBB06244	Csuecicum_BBB00160	Csuecicum_BBB01352	Csuecicum_BBB06502	Csuecicum_BBB02738	Csuecicum_BBB14770	Csuecicum_BBB06149	Csuecicum_BBB07738	Csuecicum_BBB05182		Csuecicum_BBB02738	Csuecicum_BBB20142	Csuecicum_BBB03729	Csuecicum_BBB18795	Csuecicum_BBB21013				Csuecicum_BBB15587	Csuecicum_BBB00771							Csuecicum_BBB11642			Csuecicum_BBB11162	Csuecicum_BBB21630			Csuecicum_BBB16854	Csuecicum_BBB02928							Csuecicum_BBB08767								Csuecicum_BBB04087	
