#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Cara_C_LOC113688893_rna39067	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113717299_rna74449	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693688_rna41462	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113688896_rna38415	dual	dual	mitochondrial	mitochondrial	mitochondrial
Cara_C_LOC113688897_rna38416	dual	dual	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113688894_rna38480	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113693761_rna43154	dual	dual	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717293_rna73780	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717292_rna73797	dual	dual	plastid	non-organellar	non-organellar
Cara_C_LOC113688898_rna38418	plastid	plastid	plastid	non-organellar	non-organellar
Cara_C_LOC113693680_rna44424	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693687_rna41466	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cara_C_LOC113693686_rna41460	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693685_rna40970	dual	dual	plastid	plastid	non-organellar
Cara_C_LOC113693684_rna40725	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735763_rna24277	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693588_rna41762	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735761_rna24276	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735760_rna24271	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735767_rna24296	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735766_rna3223	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735765_rna24292	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735764_rna24278	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706216_rna61595	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735769_rna24298	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cara_C_LOC113735768_rna24297	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cara_C_LOC113715988_rna72817	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693765_rna41146	plastid	plastid	plastid	non-organellar	non-organellar
Cara_C_LOC113728167_rna1922	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706329_rna61555	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113728165_rna14508	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113728164_rna14503	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113728163_rna14501	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113728162_rna1920	dual	dual	mitochondrial	plastid	plastid
Cara_C_LOC113728161_rna14497	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cara_C_LOC113698221_rna50398	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113738599_rna29111	dual	dual	plastid	plastid	dual
Cara_C_LOC113731444_rna2463	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693767_rna41410	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Cara_C_LOC113706123_rna61024	dual	plastid	mitochondrial	plastid	non-organellar
Cara_C_LOC113728169_rna14511	dual	dual	plastid	plastid	plastid
Cara_C_LOC113728168_rna14509	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113720416_rna8428	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113714392_rna71181	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706532_rna61645	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707421_rna61616	dual	dual	mitochondrial	dual	non-organellar
Cara_C_LOC113706180_rna61377	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708380_rna63681	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113698224_rna49071	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724105_rna11799	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699319_rna49967	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113734151_rna22585	plastid	non-organellar	non-organellar	plastid	non-organellar
Cara_C_LOC113706858_rna59553	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717170_rna73727	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113698228_rna51076	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113738933_rna29364	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113726819_rna11564	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_C_LOC113738934_rna29370	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113738937_rna959	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706856_rna59540	dual	plastid	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113738939_rna29413	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_C_LOC113738938_rna29408	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113726817_rna11562	plastid	plastid	plastid	plastid	plastid
Cara_C_LOC113726816_rna11560	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113726811_rna11554	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706855_rna61016	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113726813_rna11557	plastid	plastid	plastid	plastid	plastid
Cara_C_LOC113726812_rna11556	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691887_rna40774	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113739092_rna29942	mitochondrial	mitochondrial	non-organellar	non-organellar	mitochondrial
Cara_C_LOC113694228_rna43395	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113694229_rna43399	plastid	non-organellar	non-organellar	plastid	non-organellar
Cara_C_LOC113706853_rna61015	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113694226_rna40255	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699743_rna51901	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113694221_rna40572	dual	non-organellar	mitochondrial	plastid	non-organellar
Cara_C_LOC113717171_rna73726	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113694223_rna44506	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113688923_rna38913	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706327_rna60435	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113737546_rna736	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113690413_rna37469	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699346_rna51216	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113742525_rna1929	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113716147_rna73382	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113692181_rna40582	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cara_C_LOC113688920_rna38423	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689761_rna38219	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689944_rna38024	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689767_rna38150	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113736239_rna336	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689102_rna37494	plastid	plastid	plastid	non-organellar	plastid
Cara_C_LOC113689764_rna39865	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113728228_rna1934	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113689769_rna38679	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113689768_rna38091	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691885_rna42543	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113728229_rna14612	plastid	plastid	plastid	plastid	non-organellar
Cara_C_LOC113694167_rna42989	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715228_rna69898	dual	dual	non-organellar	non-organellar	non-organellar
Cara_C_LOC113694165_rna41993	dual	non-organellar	mitochondrial	plastid	non-organellar
Cara_C_LOC113694164_rna43845	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113723939_rna10298	plastid	non-organellar	non-organellar	plastid	non-organellar
Cara_C_LOC113690415_rna37464	plastid	plastid	plastid	non-organellar	non-organellar
Cara_C_LOC113694161_rna40905	dual	mitochondrial	plastid	non-organellar	non-organellar
Cara_C_LOC113694160_rna43417	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113709005_rna62206	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113709004_rna632	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113709007_rna62226	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113709006_rna62207	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113709001_rna62157	dual	dual	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715199_rna69320	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113694169_rna42501	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113694168_rna41751	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113737729_rna772	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715985_rna72811	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691534_rna42058	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715984_rna72810	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113734929_rna24368	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691533_rna40604	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693977_rna44188	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113692484_rna41794	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725169_rna8448	plastid	non-organellar	non-organellar	plastid	non-organellar
Cara_C_LOC113689428_rna38245	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705478_rna59737	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113700079_rna49098	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113728227_rna14611	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113739554_rna28100	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_C_LOC113733886_rna22070	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705479_rna60176	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705553_rna59941	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113700072_rna50764	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113700071_rna49850	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113700070_rna50271	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705557_rna61756	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113700076_rna52409	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113700075_rna51718	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113700074_rna49122	dual	dual	plastid	plastid	plastid
Cara_C_LOC113727829_rna13865	plastid	plastid	plastid	plastid	non-organellar
Cara_C_LOC113692226_rna40989	dual	dual	mitochondrial	mitochondrial	mitochondrial
Cara_C_LOC113700060_rna49569	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113692480_rna41271	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113733889_rna22027	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715982_rna72808	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113734150_rna22584	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113740022_rna1172	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113706125_rna61026	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693241_rna43549	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113715618_rna74721	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113725167_rna8447	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113707873_rna63753	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725160_rna8435	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735421_rna23086	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Cara_C_LOC113735549_rna23535	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724590_rna13434	dual	non-organellar	mitochondrial	plastid	non-organellar
Cara_C_LOC113715981_rna72807	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113716652_rna74183	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113740026_rna28562	dual	plastid	mitochondrial	plastid	non-organellar
Cara_C_LOC113693441_rna44248	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705671_rna61925	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725205_rna8516	plastid	plastid	plastid	plastid	plastid
Cara_C_LOC113706124_rna61025	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113739418_rna30656	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113726679_rna11329	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113726678_rna11327	plastid	plastid	plastid	non-organellar	plastid
Cara_C_LOC113700113_rna49824	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113725240_rna8590	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113714316_rna69604	plastid	plastid	plastid	non-organellar	non-organellar
Cara_C_LOC113726671_rna11313	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113726670_rna11311	plastid	plastid	non-organellar	plastid	non-organellar
Cara_C_LOC113726673_rna1690	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113726672_rna11319	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113726675_rna11324	mitochondrial	mitochondrial	non-organellar	mitochondrial	mitochondrial
Cara_C_LOC113726674_rna11322	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113726677_rna11326	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113726676_rna11325	dual	plastid	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113714314_rna71352	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113705476_rna61575	plastid	plastid	plastid	plastid	non-organellar
Cara_C_LOC113739414_rna1011	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113727558_rna13349	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725204_rna8513	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113724548_rna13269	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113739557_rna28120	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725894_rna9822	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Cara_C_LOC113715474_rna72863	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715477_rna72692	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113740676_rna1322	plastid	plastid	plastid	plastid	non-organellar
Cara_C_LOC113725890_rna9815	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113714311_rna70801	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725892_rna9821	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113715472_rna74907	plastid	plastid	plastid	plastid	plastid
Cara_C_LOC113700155_rna50576	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708458_rna63926	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113714866_rna71458	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725898_rna9831	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113725899_rna9833	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113730714_rna3028	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708208_rna63165	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708209_rna63170	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113691042_rna38715	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706668_rna61515	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cara_C_LOC113706669_rna61475	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cara_C_LOC113734354_rna23043	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706664_rna61846	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706665_rna59690	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113708202_rna63140	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113706660_rna60834	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706661_rna61722	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113706662_rna60636	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113708207_rna63164	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717178_rna72903	dual	dual	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113693055_rna42728	plastid	plastid	plastid	plastid	plastid
Cara_C_LOC113689707_rna37490	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113740299_rna28663	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cara_C_LOC113705219_rna61134	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693052_rna42723	plastid	non-organellar	plastid	non-organellar	non-organellar
Cara_C_LOC113708761_rna62626	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113688890_rna38817	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699781_rna52037	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113717298_rna74450	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113738597_rna29684	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725099_rna8354	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113692318_rna43408	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693422_rna44163	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725094_rna8348	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725095_rna8346	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725096_rna8350	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Cara_C_LOC113725097_rna1405	plastid	plastid	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699857_rna52265	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113725091_rna8342	plastid	non-organellar	non-organellar	plastid	non-organellar
Cara_C_LOC113725092_rna8344	dual	dual	non-organellar	non-organellar	non-organellar
Cara_C_LOC113725093_rna8349	dual	dual	mitochondrial	plastid	non-organellar
Cara_C_LOC113716403_rna73857	mitochondrial	mitochondrial	non-organellar	mitochondrial	non-organellar
Cara_C_LOC113693309_rna43873	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113699209_rna49518	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693307_rna43867	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693304_rna43861	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113690861_rna38640	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693302_rna43856	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Cara_C_LOC113693303_rna43858	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Cara_C_LOC113693300_rna43853	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
