#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Ccan_CDP22099	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20241	dual	dual	mitochondrial	mitochondrial	mitochondrial
Ccan_CDP20238	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20240	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20239	plastid	plastid	plastid	plastid	plastid
Ccan_CDP20242	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20243	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22100	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20245	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20246	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20244	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20247	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20248	dual	non-organellar	mitochondrial	plastid	non-organellar
Ccan_CDP20249	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20250	dual	dual	non-organellar	plastid	non-organellar
Ccan_CDP22101	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ccan_CDP22102	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22103	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20251	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Ccan_CDP20252	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22104	plastid	plastid	plastid	plastid	plastid
Ccan_CDP20253	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22105	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20254	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP22106	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20255	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22107	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22108	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22109	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20256	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22110	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22111	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20258	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20257	dual	dual	mitochondrial	plastid	plastid
Ccan_CDP22112	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Ccan_CDP22113	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20259	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20260	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22114	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Ccan_CDP20261	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20262	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20263	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22115	plastid	non-organellar	plastid	non-organellar	N/A
Ccan_CDP15750	plastid	plastid	plastid	plastid	non-organellar
Ccan_CDP15747	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP15748	dual	dual	plastid	plastid	plastid
Ccan_CDP15749	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP15751	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP15746	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP15752	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22116	plastid	plastid	non-organellar	non-organellar	non-organellar
Ccan_CDP22117	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22118	plastid	plastid	plastid	plastid	plastid
Ccan_CDP22119	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
Ccan_CDP20266	dual	dual	plastid	plastid	plastid
Ccan_CDP20267	plastid	plastid	plastid	plastid	non-organellar
Ccan_CDP20264	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20265	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20269	plastid	non-organellar	plastid	plastid	non-organellar
Ccan_CDP20268	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22120	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20272	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20273	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20274	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22121	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22122	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20275	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ccan_CDP20279	dual	dual	mitochondrial	mitochondrial	mitochondrial
Ccan_CDP20277	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20278	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20276	dual	dual	non-organellar	non-organellar	non-organellar
Ccan_CDP20280	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20283	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20281	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20282	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22123	plastid	non-organellar	plastid	non-organellar	N/A
Ccan_CDP22124	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Ccan_CDP20286	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20285	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20284	dual	dual	plastid	dual	plastid
Ccan_CDP20288	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ccan_CDP20287	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22125	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22126	mitochondrial	mitochondrial	mitochondrial	mitochondrial	N/A
Ccan_CDP22127	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20289	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20293	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
Ccan_CDP20290	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
Ccan_CDP20292	dual	dual	plastid	plastid	non-organellar
Ccan_CDP20291	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP22128	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20294	plastid	plastid	non-organellar	non-organellar	plastid
Ccan_CDP20295	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22129	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22130	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ccan_CDP20296	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Ccan_CDP20297	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20300	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20298	dual	plastid	mitochondrial	plastid	non-organellar
Ccan_CDP20301	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20299	plastid	plastid	plastid	non-organellar	non-organellar
Ccan_CDP20302	dual	dual	plastid	dual	non-organellar
Ccan_CDP22131	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22132	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ccan_CDP22133	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22134	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP15789	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP15785	plastid	plastid	non-organellar	non-organellar	non-organellar
Ccan_CDP15788	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP15787	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Ccan_CDP15790	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP15791	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ccan_CDP15786	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP22135	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20313	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20312	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20310	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20315	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20311	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20314	dual	dual	plastid	non-organellar	plastid
Ccan_CDP20317	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Ccan_CDP20319	dual	dual	mitochondrial	mitochondrial	mitochondrial
Ccan_CDP20320	plastid	plastid	plastid	plastid	non-organellar
Ccan_CDP20316	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20318	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Ccan_CDP22136	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22137	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22138	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Ccan_CDP20322	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20321	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22139	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20323	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20324	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20325	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20326	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20327	plastid	plastid	non-organellar	non-organellar	non-organellar
Ccan_CDP20328	dual	dual	mitochondrial	non-organellar	non-organellar
Ccan_CDP22141	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20329	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20331	plastid	plastid	plastid	non-organellar	non-organellar
Ccan_CDP20330	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20332	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20336	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Ccan_CDP20333	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20335	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20334	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20339	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20337	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20338	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22142	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ccan_CDP22143	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20341	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20342	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20340	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22144	mitochondrial	mitochondrial	mitochondrial	non-organellar	N/A
Ccan_CDP22145	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22146	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20345	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20344	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22147	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22148	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20346	plastid	plastid	plastid	non-organellar	non-organellar
Ccan_CDP20347	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
Ccan_CDP20349	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20348	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ccan_CDP22149	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22150	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20350	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22151	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP22152	dual	plastid	plastid	dual	dual
Ccan_CDP20353	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP22153	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Ccan_CDP20354	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22154	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22155	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20355	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22156	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20358	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20357	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20356	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22157	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22158	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22159	plastid	non-organellar	plastid	non-organellar	N/A
Ccan_CDP22160	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Ccan_CDP20360	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20359	dual	dual	plastid	plastid	non-organellar
Ccan_CDP20361	dual	plastid	mitochondrial	dual	non-organellar
Ccan_CDP20362	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22161	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Ccan_CDP20363	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20364	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22162	dual	dual	plastid	plastid	plastid
Ccan_CDP22163	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22164	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22165	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20365	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22166	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22167	dual	dual	mitochondrial	plastid	N/A
Ccan_CDP22168	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
Ccan_CDP20366	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20367	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20368	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Ccan_CDP22169	mitochondrial	mitochondrial	non-organellar	non-organellar	N/A
Ccan_CDP20369	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22170	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Ccan_CDP22171	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22172	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20370	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20371	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20376	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20374	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Ccan_CDP20373	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20375	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20377	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20378	dual	dual	plastid	plastid	non-organellar
Ccan_CDP20372	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22173	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22174	plastid	non-organellar	plastid	non-organellar	N/A
Ccan_CDP22175	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22176	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20386	dual	non-organellar	plastid	non-organellar	mitochondrial
Ccan_CDP20387	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20390	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20391	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Ccan_CDP20388	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20389	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22177	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20395	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20393	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20397	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20394	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20396	dual	dual	plastid	dual	non-organellar
Ccan_CDP20392	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22178	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20398	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22179	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22180	dual	dual	mitochondrial	non-organellar	non-organellar
Ccan_CDP20399	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20400	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ccan_CDP20401	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20402	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20403	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20404	dual	mitochondrial	plastid	mitochondrial	mitochondrial
Ccan_CDP22181	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22182	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22183	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22184	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22185	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20405	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20407	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20406	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22186	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20409	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20408	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22188	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20410	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20411	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22189	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22190	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20412	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20413	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20416	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20414	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20417	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20415	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22191	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20418	dual	mitochondrial	plastid	mitochondrial	non-organellar
Ccan_CDP20419	dual	dual	mitochondrial	mitochondrial	non-organellar
Ccan_CDP20420	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22192	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20421	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22193	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22194	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22196	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP22195	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ccan_CDP22197	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20425	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20424	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20422	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20423	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20426	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20427	plastid	non-organellar	plastid	non-organellar	N/A
Ccan_CDP22198	plastid	non-organellar	plastid	non-organellar	N/A
Ccan_CDP22199	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22200	plastid	plastid	plastid	plastid	plastid
Ccan_CDP22201	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20429	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20428	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20430	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20431	dual	dual	mitochondrial	mitochondrial	non-organellar
Ccan_CDP20435	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20434	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Ccan_CDP20433	plastid	plastid	non-organellar	non-organellar	non-organellar
Ccan_CDP20432	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22202	mitochondrial	non-organellar	mitochondrial	non-organellar	N/A
Ccan_CDP22203	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20436	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20437	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20438	plastid	plastid	plastid	plastid	plastid
Ccan_CDP20439	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP20440	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20442	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20443	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20444	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20441	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22204	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22205	plastid	non-organellar	non-organellar	non-organellar	plastid
Ccan_CDP20445	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20446	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ccan_CDP22206	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP22208	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP22207	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ccan_CDP20447	dual	dual	mitochondrial	mitochondrial	non-organellar
Ccan_CDP20448	plastid	non-organellar	plastid	non-organellar	non-organellar
Ccan_CDP20449	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20450	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ccan_CDP20452	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
