#Gene	Overall Prediction	TargetP	iPSORT	LOCALIZER	Predotar
Ceug_LOC113774326_rna24281	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113768609_rna14943	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Ceug_LOC113774320_rna24277	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113774321_rna24278	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113768602_rna14817	dual	dual	mitochondrial	mitochondrial	mitochondrial
Ceug_LOC113768603_rna16106	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113768600_rna16315	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113768601_rna16447	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113774328_rna24286	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113774329_rna24287	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113768604_rna911	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113768605_rna16316	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113770834_rna18834	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113770835_rna19073	dual	dual	mitochondrial	mitochondrial	mitochondrial
Ceug_LOC113770836_rna19867	dual	mitochondrial	plastid	non-organellar	non-organellar
Ceug_LOC113770837_rna18468	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113770830_rna17645	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113770831_rna18180	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113770832_rna19366	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113770833_rna1246	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113770838_rna18539	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113770839_rna18526	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113776785_rna25894	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113776786_rna25895	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113776787_rna25896	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113776780_rna25867	plastid	plastid	non-organellar	non-organellar	non-organellar
Ceug_LOC113776781_rna25876	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113776782_rna25884	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113776788_rna25897	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113776789_rna3434	plastid	plastid	plastid	plastid	plastid
Ceug_LOC113777435_rna25772	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113777434_rna26196	plastid	plastid	non-organellar	non-organellar	non-organellar
Ceug_LOC113777437_rna25227	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113777436_rna25248	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113777431_rna27135	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113762959_rna5963	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113777433_rna26201	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113777432_rna25216	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113762954_rna3298	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113762955_rna10601	plastid	plastid	non-organellar	non-organellar	non-organellar
Ceug_LOC113762956_rna10491	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113777439_rna2323	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113777438_rna26315	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113762952_rna5020	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113762953_rna9605	dual	mitochondrial	mitochondrial	plastid	non-organellar
Ceug_LOC113776465_rna2146	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113776464_rna21551	dual	plastid	mitochondrial	non-organellar	non-organellar
Ceug_LOC113761609_rna5881	dual	dual	mitochondrial	plastid	plastid
Ceug_LOC113770783_rna19293	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113770780_rna1239	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113770781_rna17456	plastid	plastid	non-organellar	non-organellar	non-organellar
Ceug_LOC113770786_rna19406	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113770787_rna17611	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113770784_rna18755	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113770785_rna19538	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113761601_rna10863	dual	plastid	mitochondrial	plastid	non-organellar
Ceug_LOC113761600_rna5556	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113761603_rna10831	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ceug_LOC113770789_rna20026	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113761605_rna3224	dual	dual	mitochondrial	dual	dual
Ceug_LOC113761604_rna4861	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113761607_rna7104	dual	dual	non-organellar	non-organellar	N/A
Ceug_LOC113761606_rna7694	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113757763_rna43023	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113757762_rna6318	plastid	plastid	non-organellar	plastid	non-organellar
Ceug_LOC113757086_rna42394	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113775494_rna20883	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113757084_rna6172	plastid	non-organellar	non-organellar	plastid	non-organellar
Ceug_LOC113775496_rna22403	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Ceug_LOC113775491_rna20424	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113775490_rna23869	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113775493_rna2709	dual	dual	mitochondrial	non-organellar	non-organellar
Ceug_LOC113775492_rna21061	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113775499_rna23047	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113775498_rna24565	plastid	plastid	plastid	plastid	plastid
Ceug_LOC113757088_rna42398	dual	dual	mitochondrial	plastid	plastid
Ceug_LOC113757089_rna42397	dual	dual	mitochondrial	plastid	plastid
Ceug_LOC113779697_rna30091	dual	dual	mitochondrial	plastid	dual
Ceug_LOC113779696_rna29174	plastid	plastid	non-organellar	plastid	non-organellar
Ceug_LOC113779695_rna3326	mitochondrial	mitochondrial	mitochondrial	mitochondrial	non-organellar
Ceug_LOC113779694_rna30069	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113779693_rna29094	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113779692_rna30089	dual	plastid	mitochondrial	plastid	plastid
Ceug_LOC113779691_rna30677	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113779690_rna27755	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113779699_rna30474	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113779698_rna29836	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113775143_rna21018	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Ceug_LOC113775142_rna22458	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113775141_rna22460	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113775140_rna23374	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113775147_rna24673	dual	mitochondrial	plastid	non-organellar	non-organellar
Ceug_LOC113775146_rna1466	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113775145_rna20689	plastid	plastid	plastid	non-organellar	non-organellar
Ceug_LOC113775144_rna23060	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113775148_rna23444	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113760559_rna5472	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113760553_rna5338	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113760550_rna4677	plastid	non-organellar	non-organellar	plastid	non-organellar
Ceug_LOC113760551_rna4678	plastid	non-organellar	non-organellar	plastid	non-organellar
Ceug_LOC113760556_rna659	dual	dual	plastid	plastid	plastid
Ceug_LOC113760557_rna6098	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113760554_rna5340	dual	dual	mitochondrial	plastid	non-organellar
Ceug_LOC113760555_rna5342	dual	dual	mitochondrial	plastid	non-organellar
Ceug_LOC113751361_rna37313	dual	non-organellar	mitochondrial	non-organellar	plastid
Ceug_LOC113751360_rna39701	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113751363_rna36026	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113751362_rna39241	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113751365_rna38817	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113751364_rna37310	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113751367_rna1844	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113751366_rna39550	dual	dual	plastid	non-organellar	non-organellar
Ceug_LOC113751369_rna37765	dual	dual	mitochondrial	non-organellar	plastid
Ceug_LOC113751368_rna37718	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113761774_rna5754	dual	plastid	mitochondrial	plastid	plastid
Ceug_LOC113771499_rna18233	dual	dual	plastid	non-organellar	non-organellar
Ceug_LOC113771498_rna18232	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Ceug_LOC113757646_rna42915	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113771491_rna1444	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113771490_rna18220	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113771493_rna18224	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113771492_rna18223	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113771495_rna18226	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113771494_rna18225	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113771497_rna18230	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113771496_rna18229	dual	non-organellar	mitochondrial	plastid	non-organellar
Ceug_LOC113757647_rna42918	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113780718_rna29436	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113780719_rna29453	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113780713_rna29408	mitochondrial	non-organellar	mitochondrial	mitochondrial	non-organellar
Ceug_LOC113780710_rna50	mitochondrial	mitochondrial	mitochondrial	mitochondrial	mitochondrial
Ceug_LOC113780716_rna29421	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ceug_LOC113780717_rna29431	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113780714_rna29410	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113780715_rna29413	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113782710_rna33039	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113782711_rna31117	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113782712_rna31687	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113782713_rna31685	dual	mitochondrial	plastid	plastid	non-organellar
Ceug_LOC113782714_rna31676	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113782715_rna31313	plastid	plastid	plastid	non-organellar	non-organellar
Ceug_LOC113782717_rna33063	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113782718_rna31209	dual	dual	plastid	plastid	dual
Ceug_LOC113782719_rna30789	dual	plastid	mitochondrial	plastid	non-organellar
Ceug_LOC113748678_rna35754	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113748674_rna35921	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Ceug_LOC113748677_rna1925	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113748676_rna33819	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113748673_rna33428	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113748672_rna35074	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113758948_rna44111	dual	dual	mitochondrial	non-organellar	non-organellar
Ceug_LOC113758942_rna44103	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113758943_rna44105	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113758940_rna44102	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113758941_rna6885	dual	dual	mitochondrial	mitochondrial	mitochondrial
Ceug_LOC113758946_rna44109	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113758947_rna44110	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113758944_rna44101	dual	dual	mitochondrial	dual	mitochondrial
Ceug_LOC113758945_rna44108	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113752041_rna36636	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113752040_rna36635	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113752043_rna36642	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113759013_rna44175	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Ceug_LOC113752044_rna36649	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ceug_LOC113752047_rna2961	plastid	plastid	plastid	plastid	plastid
Ceug_LOC113759010_rna44172	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113752048_rna36652	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113778647_rna25456	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113778646_rna25548	plastid	plastid	non-organellar	plastid	non-organellar
Ceug_LOC113778645_rna25546	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113778644_rna2689	dual	mitochondrial	non-organellar	dual	non-organellar
Ceug_LOC113778643_rna25552	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113778642_rna27168	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113778641_rna25080	dual	dual	mitochondrial	mitochondrial	mitochondrial
Ceug_LOC113778640_rna24778	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113753743_rna38759	dual	dual	mitochondrial	plastid	dual
Ceug_LOC113778649_rna25273	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113778648_rna25187	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113779990_rna27813	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113779991_rna27814	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113779992_rna27815	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113753742_rna8133	dual	non-organellar	plastid	mitochondrial	non-organellar
Ceug_LOC113779994_rna27826	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ceug_LOC113779995_rna27836	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113779996_rna2816	mitochondrial	non-organellar	non-organellar	mitochondrial	non-organellar
Ceug_LOC113779997_rna1905	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113779998_rna27843	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113753745_rna36760	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113753744_rna36761	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113753746_rna37216	dual	dual	non-organellar	non-organellar	non-organellar
Ceug_LOC113757648_rna42917	non-organellar	non-organellar	non-organellar	non-organellar	N/A
Ceug_LOC113781430_rna27765	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113781431_rna27594	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113781432_rna28663	plastid	plastid	plastid	plastid	plastid
Ceug_LOC113781433_rna30541	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113781434_rna30337	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113781435_rna30288	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113781436_rna27866	plastid	plastid	plastid	non-organellar	non-organellar
Ceug_LOC113781437_rna28540	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113781438_rna27915	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113781439_rna27849	dual	dual	non-organellar	non-organellar	non-organellar
Ceug_LOC113752953_rna37043	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113752952_rna37039	mitochondrial	non-organellar	non-organellar	non-organellar	mitochondrial
Ceug_LOC113752951_rna37054	mitochondrial	non-organellar	non-organellar	non-organellar	mitochondrial
Ceug_LOC113752956_rna37050	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113752954_rna37057	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113752959_rna38722	dual	non-organellar	non-organellar	dual	non-organellar
Ceug_LOC113764008_rna7084	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113764000_rna6135	dual	dual	non-organellar	non-organellar	non-organellar
Ceug_LOC113764001_rna9047	mitochondrial	mitochondrial	non-organellar	non-organellar	non-organellar
Ceug_LOC113764002_rna8448	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113764003_rna8449	dual	dual	mitochondrial	plastid	mitochondrial
Ceug_LOC113764005_rna6228	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113764006_rna10576	dual	dual	plastid	plastid	plastid
Ceug_LOC113764007_rna10579	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113766536_rna13497	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113766537_rna13510	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113766534_rna13493	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113766532_rna13491	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113766533_rna13492	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113766530_rna13489	plastid	non-organellar	plastid	plastid	non-organellar
Ceug_LOC113766531_rna13490	plastid	non-organellar	plastid	plastid	non-organellar
Ceug_LOC113766539_rna13516	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113749881_rna2609	dual	dual	non-organellar	mitochondrial	non-organellar
Ceug_LOC113749883_rna34166	dual	plastid	mitochondrial	non-organellar	non-organellar
Ceug_LOC113749885_rna34114	plastid	plastid	plastid	plastid	plastid
Ceug_LOC113749884_rna34095	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113749887_rna35909	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113749886_rna33560	plastid	plastid	plastid	plastid	non-organellar
Ceug_LOC113749889_rna33600	dual	dual	non-organellar	dual	non-organellar
Ceug_LOC113753605_rna36334	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113753606_rna38194	plastid	non-organellar	plastid	non-organellar	plastid
Ceug_LOC113753607_rna37061	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113753600_rna39942	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113753601_rna36834	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113753602_rna37294	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113753603_rna36008	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113750559_rna35053	mitochondrial	mitochondrial	mitochondrial	non-organellar	non-organellar
Ceug_LOC113750558_rna35051	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113750551_rna35041	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113750553_rna3400	mitochondrial	non-organellar	mitochondrial	non-organellar	non-organellar
Ceug_LOC113750552_rna35042	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113750555_rna35047	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113761033_rna7546	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113750557_rna35050	plastid	non-organellar	plastid	non-organellar	non-organellar
Ceug_LOC113750556_rna35049	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113751608_rna39931	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113751609_rna36546	dual	dual	mitochondrial	plastid	non-organellar
Ceug_LOC113751602_rna39969	non-organellar	non-organellar	non-organellar	non-organellar	non-organellar
Ceug_LOC113751603_rna39554	dual	dual	non-organellar	non-organellar	non-organellar
Ceug_LOC113751600_rna39809	plastid	plastid	plastid	non-organellar	non-organellar
