Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Ceug_LOC113768964_rna15603																																																							
Ceug_LOC113769384_rna16824																																																							
Ceug_LOC113769385_rna16832																																																							
Ceug_LOC113769386_rna16833																																																							
Ceug_LOC113769387_rna16834																																																							
Ceug_LOC113769380_rna1001																																																							
Ceug_LOC113769381_rna16813																																																							
Ceug_LOC113769382_rna16814																																																							
Ceug_LOC113769388_rna1005																																																							
Ceug_LOC113769389_rna16835																																																							
Ceug_LOC113777776_rna26365																																																							
Ceug_LOC113777777_rna26366																																																							
Ceug_LOC113762459_rna6737																																																							
Ceug_LOC113777770_rna26591																																																							
Ceug_LOC113777771_rna26586																																																							
Ceug_LOC113762455_rna1683																																																							
Ceug_LOC113762457_rna5385																																																							
Ceug_LOC113762456_rna4111																																																							
Ceug_LOC113762451_rna4585																																																							
Ceug_LOC113777778_rna26370																																																							
Ceug_LOC113762452_rna9966																																																							
Ceug_LOC113762989_rna10555																																																							
Ceug_LOC113762988_rna5574																																																							
Ceug_LOC113768389_rna883																																																							
Ceug_LOC113768388_rna14166																																																							
Ceug_LOC113768387_rna14839																																																							
Ceug_LOC113768386_rna15151																																																							
Ceug_LOC113762981_rna2150																																																							
Ceug_LOC113768384_rna14425																																																							
Ceug_LOC113762987_rna4513																																																							
Ceug_LOC113762986_rna10638																																																							
Ceug_LOC113768381_rna14689																																																							
Ceug_LOC113768380_rna16751																																																							
Ceug_LOC113760581_rna8077																																																							
Ceug_LOC113760580_rna8076																																																							
Ceug_LOC113760583_rna10173																																																							
Ceug_LOC113760582_rna8075																																																							
Ceug_LOC113760584_rna10468																																																							
Ceug_LOC113760586_rna10751																																																							
Ceug_LOC113760589_rna6379																																																							
Ceug_LOC113768035_rna818																																																							
Ceug_LOC113768034_rna14554																																																							
Ceug_LOC113768037_rna14552																																																							
Ceug_LOC113768036_rna14559																																																							
Ceug_LOC113768030_rna14381																																																							
Ceug_LOC113768033_rna14549																																																							
Ceug_LOC113768038_rna14558																																																							
Ceug_LOC113770207_rna17375																																																							
Ceug_LOC113770203_rna20247																																																							
Ceug_LOC113770201_rna1123																																																							
Ceug_LOC113761189_rna6319																																																							
Ceug_LOC113761186_rna2355																																																							
Ceug_LOC113761184_rna4896																																																							
Ceug_LOC113761185_rna4895																																																							
Ceug_LOC113761182_rna3273																																																							
Ceug_LOC113770208_rna1124																																																							
Ceug_LOC113776919_rna26361																																																							
Ceug_LOC113776918_rna26357																																																							
Ceug_LOC113776915_rna26352																																																							
Ceug_LOC113776914_rna26350																																																							
Ceug_LOC113776917_rna26356																																																							
Ceug_LOC113776916_rna26353																																																							
Ceug_LOC113776911_rna26346																																																							
Ceug_LOC113776910_rna26345																																																							
Ceug_LOC113776913_rna26349																																																							
Ceug_LOC113776912_rna26348																																																							
Ceug_LOC113780219_rna30060																																																							
Ceug_LOC113780213_rna28341																																																							
Ceug_LOC113780212_rna28337																																																							
Ceug_LOC113780211_rna28336																																																							
Ceug_LOC113780210_rna28335																																																							
Ceug_LOC113780217_rna28346																																																							
Ceug_LOC113780216_rna28343																																																							
Ceug_LOC113780215_rna28342																																																							
Ceug_LOC113780214_rna1317																																																							
Ceug_LOC113774457_rna24678																																																							
Ceug_LOC113774454_rna3903																																																							
Ceug_LOC113774455_rna3935																																																							
Ceug_LOC113774452_rna24674																																																							
Ceug_LOC113774453_rna24676																																																							
Ceug_LOC113774450_rna24666																																																							
Ceug_LOC113774451_rna24672																																																							
Ceug_LOC113774458_rna24679																																																							
Ceug_LOC113774459_rna24680																																																							
Ceug_LOC113779789_rna30596																																																							
Ceug_LOC113779788_rna29491																																																							
Ceug_LOC113783745_rna30726																																																							
Ceug_LOC113783746_rna30728																																																							
Ceug_LOC113783747_rna30730																																																							
Ceug_LOC113783742_rna32738																																																							
Ceug_LOC113783743_rna30725																																																							
Ceug_LOC113783748_rna31551																																																							
Ceug_LOC113759900_rna10528																																																							
Ceug_LOC113775327_rna23090																																																							
Ceug_LOC113775326_rna23088																																																							
Ceug_LOC113775325_rna3311																																																							
Ceug_LOC113775324_rna21372																																																							
Ceug_LOC113775323_rna23093																																																							
Ceug_LOC113775322_rna21400																																																							
Ceug_LOC113772117_rna17172																																																							
Ceug_LOC113772116_rna17748																																																							
Ceug_LOC113772119_rna19631																																																							
Ceug_LOC113775329_rna20580																																																							
Ceug_LOC113775328_rna23087																																																							
Ceug_LOC113783293_rna30904																																																							
Ceug_LOC113783290_rna31228																																																							
Ceug_LOC113783291_rna31447																																																							
Ceug_LOC113783296_rna30950																																																							
Ceug_LOC113783297_rna30952																																																							
Ceug_LOC113783294_rna30905																																																							
Ceug_LOC113783295_rna30915																																																							
Ceug_LOC113783298_rna30957																																																							
Ceug_LOC113783299_rna30982																																																							
Ceug_LOC113749865_rna34203																																																							
Ceug_LOC113769951_rna20209																																																							
Ceug_LOC113749862_rna34778																																																							
Ceug_LOC113749860_rna34164																																																							
Ceug_LOC113758997_rna44159																																																							
Ceug_LOC113758999_rna44163																																																							
Ceug_LOC113758998_rna6896																																																							
Ceug_LOC113773242_rna22924																																																							
Ceug_LOC113773243_rna21567																																																							
Ceug_LOC113773240_rna2136																																																							
Ceug_LOC113773246_rna21522																																																							
Ceug_LOC113773245_rna24275																																																							
Ceug_LOC113773248_rna2148																																																							
Ceug_LOC113773249_rna21745																																																							
Ceug_LOC113778012_rna26847																																																							
Ceug_LOC113778013_rna26676																																																							
Ceug_LOC113778010_rna26094																																																							
Ceug_LOC113778011_rna24846																																																							
Ceug_LOC113778017_rna25488																																																							
Ceug_LOC113778014_rna1413																																																							
Ceug_LOC113778015_rna25289																																																							
Ceug_LOC113778018_rna25786																																																							
Ceug_LOC113778019_rna25366																																																							
Ceug_LOC113768167_rna16376																																																							
Ceug_LOC113770578_rna19893																																																							
Ceug_LOC113782163_rna31901																																																							
Ceug_LOC113782162_rna31900																																																							
Ceug_LOC113782161_rna31893																																																							
Ceug_LOC113782160_rna2703																																																							
Ceug_LOC113782167_rna31905																																																							
Ceug_LOC113776148_rna21778																																																							
Ceug_LOC113776149_rna21013																																																							
Ceug_LOC113776146_rna24149																																																							
Ceug_LOC113776147_rna22430																																																							
Ceug_LOC113782169_rna31909																																																							
Ceug_LOC113764858_rna11914																																																							
Ceug_LOC113776142_rna24217																																																							
Ceug_LOC113776143_rna22729																																																							
Ceug_LOC113776140_rna22637																																																							
Ceug_LOC113776141_rna20370																																																							
Ceug_LOC113764856_rna13570																																																							
Ceug_LOC113768169_rna1962																																																							
Ceug_LOC113764854_rna13573																																																							
Ceug_LOC113764852_rna13572																																																							
Ceug_LOC113764851_rna11745																																																							
Ceug_LOC113770572_rna1208																																																							
Ceug_LOC113761843_rna4965																																																							
Ceug_LOC113756733_rna5915																																																							
Ceug_LOC113756732_rna3118																																																							
Ceug_LOC113756730_rna42085																																																							
Ceug_LOC113756735_rna42088																																																							
Ceug_LOC113756734_rna42087																																																							
Ceug_LOC113773939_rna23513																																																							
Ceug_LOC113773934_rna23507																																																							
Ceug_LOC113773935_rna23508																																																							
Ceug_LOC113773936_rna23512																																																							
Ceug_LOC113773930_rna23503																																																							
Ceug_LOC113773931_rna23504																																																							
Ceug_LOC113773932_rna23505																																																							
Ceug_LOC113773933_rna23506																																																							
Ceug_LOC113779809_rna28367																																																							
Ceug_LOC113776300_rna23988																																																							
Ceug_LOC113777239_rna27143																																																							
Ceug_LOC113777238_rna27141																																																							
Ceug_LOC113777237_rna27140																																																							
Ceug_LOC113777236_rna27139																																																							
Ceug_LOC113777235_rna27138																																																							
Ceug_LOC113777234_rna27137																																																							
Ceug_LOC113777233_rna27136																																																							
Ceug_LOC113777232_rna27134																																																							
Ceug_LOC113777231_rna27132																																																							
Ceug_LOC113777230_rna27131																																																							
Ceug_LOC113779058_rna29479																																																							
Ceug_LOC113766661_rna13849																																																							
Ceug_LOC113779051_rna3757																																																							
Ceug_LOC113779050_rna28093																																																							
Ceug_LOC113779053_rna29816																																																							
Ceug_LOC113779052_rna1287																																																							
Ceug_LOC113779055_rna29046																																																							
Ceug_LOC113779054_rna29162																																																							
Ceug_LOC113779057_rna29404																																																							
Ceug_LOC113779056_rna30222																																																							
Ceug_LOC113753528_rna39795																																																							
Ceug_LOC113753525_rna39903																																																							
Ceug_LOC113753524_rna37554																																																							
Ceug_LOC113753527_rna39009																																																							
Ceug_LOC113753526_rna37230																																																							
Ceug_LOC113753521_rna37551																																																							
Ceug_LOC113753520_rna39243																																																							
Ceug_LOC113753522_rna37553																																																							
Ceug_LOC113757068_rna42378																																																							
Ceug_LOC113757069_rna42379																																																							
Ceug_LOC113757064_rna42375																																																							
Ceug_LOC113757066_rna42376																																																							
Ceug_LOC113757067_rna42377																																																							
Ceug_LOC113757060_rna42372																																																							
Ceug_LOC113757061_rna42371																																																							
Ceug_LOC113757063_rna42373																																																							
Ceug_LOC113758609_rna43806																																																							
Ceug_LOC113758608_rna43803																																																							
Ceug_LOC113758602_rna6683																																																							
Ceug_LOC113758607_rna43802																																																							
Ceug_LOC113758606_rna43798																																																							
Ceug_LOC113751969_rna36496																																																							
Ceug_LOC113751968_rna36491																																																							
Ceug_LOC113751963_rna36487																																																							
Ceug_LOC113751962_rna36484																																																							
Ceug_LOC113751961_rna36475																																																							
Ceug_LOC113751960_rna36474																																																							
Ceug_LOC113751967_rna36490																																																							
Ceug_LOC113761845_rna7034																																																							
Ceug_LOC113751965_rna36488																																																							
Ceug_LOC113751964_rna3803																																																							
Ceug_LOC113750385_rna34580																																																							
Ceug_LOC113750386_rna34583																																																							
Ceug_LOC113750387_rna34600																																																							
Ceug_LOC113750380_rna34569																																																							
Ceug_LOC113761844_rna5677																																																							
Ceug_LOC113750388_rna34605																																																							
Ceug_LOC113750389_rna34606																																																							
Ceug_LOC113780158_rna28275																																																							
Ceug_LOC113780159_rna28276																																																							
Ceug_LOC113751388_rna38219																																																							
Ceug_LOC113751387_rna38217																																																							
Ceug_LOC113780155_rna28272																																																							
Ceug_LOC113751385_rna38938																																																							
Ceug_LOC113751384_rna37161																																																							
Ceug_LOC113751383_rna1144																																																							
Ceug_LOC113780151_rna28268																																																							
Ceug_LOC113751381_rna37850																																																							
Ceug_LOC113780153_rna28270																																																							
Ceug_LOC113771309_rna17889																																																							
Ceug_LOC113771308_rna17888																																																							
Ceug_LOC113759558_rna8686																																																							
Ceug_LOC113759559_rna8687																																																							
Ceug_LOC113759552_rna8664																																																							
Ceug_LOC113759553_rna8666																																																							
Ceug_LOC113759551_rna8663																																																							
Ceug_LOC113771305_rna17881																																																							
Ceug_LOC113759557_rna8677																																																							
Ceug_LOC113771307_rna17887																																																							
Ceug_LOC113759555_rna8669																																																							
Ceug_LOC113751035_rna36978																																																							
Ceug_LOC113751034_rna37655																																																							
Ceug_LOC113751037_rna38694																																																							
Ceug_LOC113751031_rna39320																																																							
Ceug_LOC113751030_rna37584																																																							
Ceug_LOC113751033_rna2859																																																							
Ceug_LOC113751032_rna39468																																																							
Ceug_LOC113751038_rna39708																																																							
Ceug_LOC113754607_rna10861																																																							
Ceug_LOC113748875_rna34744																																																							
Ceug_LOC113748874_rna34734																																																							
Ceug_LOC113748873_rna34738																																																							
Ceug_LOC113748872_rna34740																																																							
Ceug_LOC113748878_rna33848																																																							
Ceug_LOC113749470_rna33775																																																							
Ceug_LOC113749471_rna34305																																																							
Ceug_LOC113749472_rna35821																																																							
Ceug_LOC113749473_rna1619																																																							
Ceug_LOC113749475_rna34368																																																							
Ceug_LOC113749477_rna34310																																																							
Ceug_LOC113752602_rna38038																																																							
Ceug_LOC113752601_rna38030																																																							
Ceug_LOC113752600_rna38028																																																							
Ceug_LOC113752607_rna38104																																																							
Ceug_LOC113752605_rna38072																																																							
Ceug_LOC113752604_rna38063																																																							
Ceug_LOC113780008_rna27881																																																							
Ceug_LOC113772658_rna2229																																																							
Ceug_LOC113780009_rna27883																																																							
Ceug_LOC113772652_rna1729																																																							
Ceug_LOC113767919_rna14743																																																							
Ceug_LOC113767918_rna14646																																																							
Ceug_LOC113767913_rna14700																																																							
Ceug_LOC113767912_rna14699																																																							
Ceug_LOC113767911_rna14698																																																							
Ceug_LOC113767910_rna14694																																																							
Ceug_LOC113767916_rna14702																																																							
Ceug_LOC113767915_rna795																																																							
Ceug_LOC113767914_rna14701																																																							
Ceug_LOC113758383_rna6558																																																							
Ceug_LOC113759403_rna8287																																																							
Ceug_LOC113753955_rna39655																																																							
Ceug_LOC113753956_rna39653																																																							
Ceug_LOC113753957_rna39654																																																							
Ceug_LOC113753950_rna39459																																																							
Ceug_LOC113753951_rna37534																																																							
Ceug_LOC113753953_rna4391																																																							
Ceug_LOC113753958_rna37644																																																							
Ceug_LOC113753959_rna39824																																																							
Ceug_LOC113765663_rna12577																																																							
Ceug_LOC113765662_rna12786																																																							
Ceug_LOC113765661_rna13250																																																							
Ceug_LOC113765666_rna11624																																																							
Ceug_LOC113765665_rna719																																																							
Ceug_LOC113765669_rna366																																																							
Ceug_LOC113765668_rna11628																																																							
Ceug_LOC113764390_rna209																																																							
Ceug_LOC113766512_rna13435																																																							
Ceug_LOC113764538_rna2733																																																							
Ceug_LOC113764539_rna3661																																																							
Ceug_LOC113764534_rna11616																																																							
Ceug_LOC113764535_rna10979																																																							
Ceug_LOC113764536_rna11477																																																							
Ceug_LOC113764537_rna12749																																																							
Ceug_LOC113764530_rna11688																																																							
Ceug_LOC113764531_rna11071																																																							
Ceug_LOC113764532_rna12375																																																							
Ceug_LOC113767139_rna12005																																																							
Ceug_LOC113767130_rna13896																																																							
Ceug_LOC113767133_rna11826																																																							
Ceug_LOC113767135_rna13223																																																							
Ceug_LOC113767134_rna12225																																																							
Ceug_LOC113767137_rna684																																																							
Ceug_LOC113763629_rna6405																																																							
Ceug_LOC113763628_rna5475																																																							
Ceug_LOC113763621_rna10312																																																							
Ceug_LOC113763620_rna4147																																																							
Ceug_LOC113763623_rna10210																																																							
Ceug_LOC113763622_rna7551																																																							
Ceug_LOC113763625_rna5286																																																							
Ceug_LOC113763624_rna7379																																																							
Ceug_LOC113763627_rna4512																																																							
Ceug_LOC113769959_rna19847																																																							
Ceug_LOC113769958_rna18884																																																							
Ceug_LOC113769955_rna17730																																																							
Ceug_LOC113769957_rna19809																																																							
Ceug_LOC113749864_rna35373																																																							
Ceug_LOC113749863_rna35590																																																							
Ceug_LOC113769950_rna18241																																																							
Ceug_LOC113749861_rna35620																																																							
Ceug_LOC113769952_rna17397																																																							
Ceug_LOC113771052_rna17363																																																							
Ceug_LOC113774211_rna24088																																																							
Ceug_LOC113776308_rna21936																																																							
Ceug_LOC113776309_rna20500																																																							
Ceug_LOC113766668_rna13880																																																							
Ceug_LOC113766662_rna13858																																																							
Ceug_LOC113776301_rna20327																																																							
Ceug_LOC113776302_rna21537																																																							
Ceug_LOC113776303_rna22031																																																							
Ceug_LOC113776304_rna22561																																																							
Ceug_LOC113776305_rna20328																																																							
Ceug_LOC113776306_rna46																																																							
Ceug_LOC113776307_rna21935																																																							
Ceug_LOC113769489_rna14925																																																							
Ceug_LOC113769483_rna15200																																																							
Ceug_LOC113769482_rna15267																																																							
Ceug_LOC113769481_rna15155																																																							
Ceug_LOC113769480_rna16225																																																							
Ceug_LOC113774212_rna24089																																																							
Ceug_LOC113769486_rna14945																																																							
Ceug_LOC113769485_rna14779																																																							
Ceug_LOC113769484_rna15774																																																							
Ceug_LOC113774236_rna24163																																																							
Ceug_LOC113774237_rna24164																																																							
Ceug_LOC113774234_rna3302																																																							
Ceug_LOC113774235_rna24160																																																							
Ceug_LOC113774232_rna24150																																																							
Ceug_LOC113774233_rna24151																																																							
Ceug_LOC113774230_rna24147																																																							
Ceug_LOC113774231_rna24148																																																							
Ceug_LOC113774238_rna24165																																																							
Ceug_LOC113774239_rna24166																																																							
Ceug_LOC113774213_rna24090																																																							
Ceug_LOC113775540_rna20855																																																							
Ceug_LOC113761579_rna7621																																																							
Ceug_LOC113761578_rna2772																																																							
Ceug_LOC113761573_rna7898																																																							
Ceug_LOC113761571_rna8057																																																							
Ceug_LOC113761570_rna1698																																																							
Ceug_LOC113761577_rna7279																																																							
Ceug_LOC113761576_rna9403																																																							
Ceug_LOC113761574_rna10137																																																							
Ceug_LOC113769229_rna16416																																																							
Ceug_LOC113769228_rna985																																																							
Ceug_LOC113769227_rna16411																																																							
Ceug_LOC113769225_rna16410																																																							
Ceug_LOC113769224_rna16408																																																							
Ceug_LOC113769223_rna983																																																							
Ceug_LOC113769222_rna16406																																																							
Ceug_LOC113769221_rna16405																																																							
Ceug_LOC113769220_rna16404																																																							
Ceug_LOC113763269_rna6727																																																							
Ceug_LOC113779219_rna30187																																																							
Ceug_LOC113779218_rna30188																																																							
Ceug_LOC113779213_rna27958																																																							
Ceug_LOC113779212_rna2022																																																							
Ceug_LOC113779211_rna30475																																																							
Ceug_LOC113779210_rna28030																																																							
Ceug_LOC113779216_rna30186																																																							
Ceug_LOC113779214_rna28737																																																							
Ceug_LOC113775547_rna20374																																																							
Ceug_LOC113775546_rna22527																																																							
Ceug_LOC113775545_rna2352																																																							
Ceug_LOC113775544_rna23004																																																							
Ceug_LOC113775543_rna23001																																																							
Ceug_LOC113775542_rna20609																																																							
Ceug_LOC113775541_rna20414																																																							
Ceug_LOC113763268_rna5631																																																							
Ceug_LOC113775549_rna21711																																																							
Ceug_LOC113775548_rna20511																																																							
Ceug_LOC113770070_rna19084																																																							
Ceug_LOC113770071_rna19913																																																							
Ceug_LOC113770073_rna19700																																																							
Ceug_LOC113770074_rna19696																																																							
Ceug_LOC113770075_rna1233																																																							
Ceug_LOC113770076_rna1093																																																							
Ceug_LOC113770077_rna19701																																																							
Ceug_LOC113761397_rna7090																																																							
Ceug_LOC113770079_rna19692																																																							
Ceug_LOC113761394_rna7946																																																							
Ceug_LOC113761392_rna6681																																																							
Ceug_LOC113761390_rna6444																																																							
Ceug_LOC113760624_rna6274																																																							
Ceug_LOC113760625_rna6264																																																							
Ceug_LOC113760626_rna5587																																																							
Ceug_LOC113760627_rna9830																																																							
Ceug_LOC113760620_rna6273																																																							
Ceug_LOC113760621_rna276																																																							
Ceug_LOC113760622_rna6270																																																							
Ceug_LOC113760623_rna6277																																																							
Ceug_LOC113760628_rna6426																																																							
Ceug_LOC113760629_rna7892																																																							
Ceug_LOC113776890_rna26283																																																							
Ceug_LOC113776891_rna26287																																																							
Ceug_LOC113776893_rna26303																																																							
Ceug_LOC113776894_rna26314																																																							
Ceug_LOC113776895_rna26319																																																							
Ceug_LOC113776896_rna26320																																																							
Ceug_LOC113776897_rna26321																																																							
Ceug_LOC113776898_rna26322																																																							
Ceug_LOC113776899_rna1171																																																							
Ceug_LOC113775059_rna23903																																																							
Ceug_LOC113780398_rna28669																																																							
Ceug_LOC113780399_rna28670																																																							
Ceug_LOC113780396_rna28661																																																							
Ceug_LOC113780397_rna28662																																																							
Ceug_LOC113780394_rna28660																																																							
Ceug_LOC113780393_rna28659																																																							
Ceug_LOC113780390_rna28657																																																							
Ceug_LOC113780391_rna28658																																																							
Ceug_LOC113774799_rna23864																																																							
Ceug_LOC113774798_rna23187																																																							
Ceug_LOC113761399_rna10573																																																							
Ceug_LOC113774790_rna3842																																																							
Ceug_LOC113774793_rna22414																																																							
Ceug_LOC113761398_rna10533																																																							
Ceug_LOC113774794_rna22416																																																							
Ceug_LOC113770078_rna17608																																																							
Ceug_LOC113761396_rna7089																																																							
Ceug_LOC113771671_rna18568																																																							
Ceug_LOC113771670_rna18565																																																							
Ceug_LOC113771673_rna18575																																																							
Ceug_LOC113771672_rna18572																																																							
Ceug_LOC113771675_rna18577																																																							
Ceug_LOC113771674_rna18576																																																							
Ceug_LOC113771677_rna18583																																																							
Ceug_LOC113771676_rna18578																																																							
Ceug_LOC113771679_rna18587																																																							
Ceug_LOC113758746_rna43930																																																							
Ceug_LOC113782823_rna31096																																																							
Ceug_LOC113782820_rna3729																																																							
Ceug_LOC113758747_rna43923																																																							
Ceug_LOC113782827_rna2973																																																							
Ceug_LOC113782825_rna31651																																																							
Ceug_LOC113782828_rna30968																																																							
Ceug_LOC113782829_rna31581																																																							
Ceug_LOC113758741_rna43939																																																							
Ceug_LOC113777858_rna25325																																																							
Ceug_LOC113777857_rna2924																																																							
Ceug_LOC113777856_rna25491																																																							
Ceug_LOC113777854_rna26246																																																							
Ceug_LOC113777853_rna26982																																																							
Ceug_LOC113759141_rna7007																																																							
Ceug_LOC113759142_rna44289																																																							
Ceug_LOC113759145_rna44291																																																							
Ceug_LOC113759144_rna44290																																																							
Ceug_LOC113759147_rna44293																																																							
Ceug_LOC113759146_rna44292																																																							
Ceug_LOC113759149_rna44295																																																							
Ceug_LOC113759148_rna44294																																																							
Ceug_LOC113783155_rna30997																																																							
Ceug_LOC113783154_rna3659																																																							
Ceug_LOC113783157_rna30734																																																							
Ceug_LOC113783151_rna30727																																																							
Ceug_LOC113783150_rna30774																																																							
Ceug_LOC113783153_rna32317																																																							
Ceug_LOC113783152_rna30731																																																							
Ceug_LOC113783159_rna30740																																																							
Ceug_LOC113783158_rna30735																																																							
Ceug_LOC113772323_rna17484																																																							
Ceug_LOC113772320_rna19870																																																							
Ceug_LOC113772326_rna19244																																																							
Ceug_LOC113772327_rna17114																																																							
Ceug_LOC113772324_rna20215																																																							
Ceug_LOC113772325_rna17747																																																							
Ceug_LOC113772328_rna1659																																																							
Ceug_LOC113772329_rna18819																																																							
Ceug_LOC113758814_rna43992																																																							
Ceug_LOC113758815_rna43993																																																							
Ceug_LOC113758817_rna43994																																																							
Ceug_LOC113758810_rna43986																																																							
Ceug_LOC113758811_rna43988																																																							
Ceug_LOC113755820_rna5360																																																							
Ceug_LOC113758813_rna43990																																																							
Ceug_LOC113758819_rna10347																																																							
Ceug_LOC113759852_rna9251																																																							
Ceug_LOC113759851_rna9250																																																							
Ceug_LOC113759850_rna9249																																																							
Ceug_LOC113759856_rna9269																																																							
Ceug_LOC113759855_rna9257																																																							
Ceug_LOC113759859_rna9273																																																							
Ceug_LOC113759858_rna9271																																																							
Ceug_LOC113753281_rna39054																																																							
Ceug_LOC113753282_rna39860																																																							
Ceug_LOC113753283_rna39444																																																							
Ceug_LOC113753285_rna37776																																																							
Ceug_LOC113753286_rna37988																																																							
Ceug_LOC113753287_rna38615																																																							
Ceug_LOC113753289_rna39586																																																							
Ceug_LOC113781703_rna2791																																																							
Ceug_LOC113781704_rna30209																																																							
Ceug_LOC113781708_rna30695																																																							
Ceug_LOC113752886_rna37663																																																							
Ceug_LOC113752880_rna37184																																																							
Ceug_LOC113752883_rna38613																																																							
Ceug_LOC113752882_rna38074																																																							
Ceug_LOC113756508_rna41890																																																							
Ceug_LOC113753756_rna37960																																																							
Ceug_LOC113753757_rna39943																																																							
Ceug_LOC113753754_rna39758																																																							
Ceug_LOC113756507_rna41889																																																							
Ceug_LOC113753752_rna39006																																																							
Ceug_LOC113753753_rna36315																																																							
Ceug_LOC113753750_rna37684																																																							
Ceug_LOC113753751_rna37686																																																							
