Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Ccan_CDP20223	Ccan_CDP22139	Ccan_CDP20648	Ccan_CDP20374	Ccan_CDP14086	Ccan_CDP22167	Ccan_CDP20360	Ccan_CDP20810	Ccan_CDP20507	Ccan_CDP14086	Ccan_CDP17469	Ccan_CDP20374	Ccan_CDO98460	Ccan_CDO97962		Ccan_CDP14086	Ccan_CDP17534	Ccan_CDO97701	Ccan_CDP03802	Ccan_CDP04934			Ccan_CDP02735	Ccan_CDP21130	Ccan_CDP16039							Ccan_CDO99325		Ccan_CDP14952	Ccan_CDP14041	Ccan_CDP19076	Ccan_CDP12186	Ccan_CDP13675	Ccan_CDP19953	Ccan_CDO97118			Ccan_CDP05807	Ccan_CDP05641	Ccan_CDP06330		Ccan_CDP17818					Ccan_CDP04544		Ccan_CDP16613	Ccan_CDO99325	
Ccan_CDP20224	Ccan_CDP20328	Ccan_CDP20680	Ccan_CDP20404	Ccan_CDP11073	Ccan_CDP20374	Ccan_CDP22162	Ccan_CDP18073	Ccan_CDP22262	Ccan_CDP11073	Ccan_CDP18259	Ccan_CDP20404	Ccan_CDP02722	Ccan_CDP05771		Ccan_CDP11073	Ccan_CDP09492	Ccan_CDP08755	Ccan_CDP03689	Ccan_CDP08658			Ccan_CDP00716	Ccan_CDP21131	Ccan_CDP18720							Ccan_CDP19093		Ccan_CDP09865	Ccan_CDP07719	Ccan_CDO99271	Ccan_CDP07581	Ccan_CDP06711	Ccan_CDP19984	Ccan_CDO97468			Ccan_CDP14328	Ccan_CDP10980	Ccan_CDP19007		Ccan_CDO99783					Ccan_CDP17245		Ccan_CDP00959	Ccan_CDP19093	
Ccan_CDP20222	Ccan_CDP20360	Ccan_CDP20690	Ccan_CDP20425	Ccan_CDP09626	Ccan_CDP20404	Ccan_CDP22167	Ccan_CDP18153	Ccan_CDP17012	Ccan_CDP09626	Ccan_CDP18469	Ccan_CDP20425	Ccan_CDP08336	Ccan_CDP13675		Ccan_CDP09626	Ccan_CDO96986	Ccan_CDO99769	Ccan_CDP06893	Ccan_CDO96987				Ccan_CDP21164	Ccan_CDP16206							Ccan_CDP19091		Ccan_CDP09869	Ccan_CDO96762	Ccan_CDP18513		Ccan_CDP09574	Ccan_CDP20070	Ccan_CDO99700			Ccan_CDP01411	Ccan_CDP01357	Ccan_CDP06328		Ccan_CDO97488					Ccan_CDP00350		Ccan_CDP07347	Ccan_CDP19091	
Ccan_CDP20220	Ccan_CDP22162	Ccan_CDP20691	Ccan_CDP22200	Ccan_CDP09197	Ccan_CDP20419	Ccan_CDP20374	Ccan_CDP18259	Ccan_CDP20660	Ccan_CDP09197	Ccan_CDP19546	Ccan_CDP22200	Ccan_CDP14952	Ccan_CDP06711		Ccan_CDP09197	Ccan_CDP15240	Ccan_CDP08729	Ccan_CDP04029	Ccan_CDP04939				Ccan_CDP18678	Ccan_CDP16079							Ccan_CDO98871		Ccan_CDP00396	Ccan_CDP19076	Ccan_CDP06049		Ccan_CDP03150	Ccan_CDP06946	Ccan_CDP00039			Ccan_CDP04689	Ccan_CDP13340	Ccan_CDP06329		Ccan_CDP04910							Ccan_CDP00542	Ccan_CDO98871	
Ccan_CDP20225	Ccan_CDP22167	Ccan_CDP17469	Ccan_CDP20438	Ccan_CDP09134	Ccan_CDP22212	Ccan_CDP20404	Ccan_CDP21013	Ccan_CDP20661	Ccan_CDP09134	Ccan_CDP12492	Ccan_CDP20438	Ccan_CDP09865	Ccan_CDP09574		Ccan_CDP09134	Ccan_CDP16573	Ccan_CDP09356	Ccan_CDP09025	Ccan_CDP09360				Ccan_CDP18961	Ccan_CDP02849							Ccan_CDO98302			Ccan_CDP16573	Ccan_CDP05814		Ccan_CDP16756	Ccan_CDP03984	Ccan_CDO99040			Ccan_CDP13457		Ccan_CDP11536		Ccan_CDP05091							Ccan_CDP00538	Ccan_CDP18737	
Ccan_CDP20228	Ccan_CDP20374	Ccan_CDP17497	Ccan_CDP20474	Ccan_CDP04077	Ccan_CDP20474	Ccan_CDP20425	Ccan_CDP21031	Ccan_CDP20670	Ccan_CDP04077	Ccan_CDP19788	Ccan_CDP20474	Ccan_CDP09869	Ccan_CDP03150		Ccan_CDP04077	Ccan_CDP11138	Ccan_CDO98936	Ccan_CDP06904	Ccan_CDP07812				Ccan_CDP19072	Ccan_CDP03388							Ccan_CDP18737			Ccan_CDO99271	Ccan_CDP02854		Ccan_CDP09879	Ccan_CDP07067	Ccan_CDO98024			Ccan_CDP12160		Ccan_CDP11537		Ccan_CDP07629								Ccan_CDP03242	
Ccan_CDP20226	Ccan_CDP20404	Ccan_CDP17647	Ccan_CDP20478	Ccan_CDP17197	Ccan_CDP20507	Ccan_CDP22200	Ccan_CDP21048	Ccan_CDP17378	Ccan_CDP17197	Ccan_CDP19809	Ccan_CDP20478	Ccan_CDP00396	Ccan_CDP14178		Ccan_CDP17197	Ccan_CDO98907	Ccan_CDO98694	Ccan_CDP09007	Ccan_CDP05217				Ccan_CDP21373	Ccan_CDP06605							Ccan_CDP03242			Ccan_CDO98727	Ccan_CDP14336		Ccan_CDP12599	Ccan_CDP09058	Ccan_CDO98002			Ccan_CDP11938		Ccan_CDP13272		Ccan_CDP10033								Ccan_CDP09568	
Ccan_CDP20227	Ccan_CDP20419	Ccan_CDP17713	Ccan_CDP20507	Ccan_CDP09306	Ccan_CDP22262	Ccan_CDP20438	Ccan_CDP18469	Ccan_CDP20693	Ccan_CDP09306	Ccan_CDP21863	Ccan_CDP22262	Ccan_CDP19788	Ccan_CDP16756		Ccan_CDP09306	Ccan_CDO98405	Ccan_CDP03464	Ccan_CDP05129	Ccan_CDO98937				Ccan_CDP19316	Ccan_CDP02357							Ccan_CDP09568			Ccan_CDP18513	Ccan_CDP16699		Ccan_CDP18167	Ccan_CDP17054	Ccan_CDP12284			Ccan_CDP00807				Ccan_CDO98689								Ccan_CDP06726	
Ccan_CDP20229	Ccan_CDP20425	Ccan_CDP20810	Ccan_CDP22262	Ccan_CDP07637	Ccan_CDP17012	Ccan_CDP22212	Ccan_CDP18519	Ccan_CDP17405	Ccan_CDP07637	Ccan_CDP19953	Ccan_CDP20520	Ccan_CDP07025	Ccan_CDP09879		Ccan_CDP07637	Ccan_CDO98202	Ccan_CDP10860	Ccan_CDP13863	Ccan_CDP16562				Ccan_CDP21460	Ccan_CDP19915							Ccan_CDP06726			Ccan_CDO98023	Ccan_CDP02099		Ccan_CDP11531	Ccan_CDP15603	Ccan_CDP12275			Ccan_CDP13378				Ccan_CDO99162								Ccan_CDP08202	
Ccan_CDP22094	Ccan_CDP22200	Ccan_CDP18073	Ccan_CDP20520	Ccan_CDO99687	Ccan_CDP20660	Ccan_CDP20474	Ccan_CDP18518	Ccan_CDP20722	Ccan_CDO99687	Ccan_CDP19984	Ccan_CDP17012	Ccan_CDP04017	Ccan_CDP12599		Ccan_CDO99687	Ccan_CDO97938	Ccan_CDP10046	Ccan_CDP04934	Ccan_CDO97933				Ccan_CDP19762	Ccan_CDP01955							Ccan_CDP08202			Ccan_CDP06049	Ccan_CDP08407		Ccan_CDP00768	Ccan_CDP09229	Ccan_CDO98001			Ccan_CDP00358				Ccan_CDO98690								Ccan_CDP08187	
Ccan_CDP22095	Ccan_CDP20438	Ccan_CDP18153	Ccan_CDP17012	Ccan_CDP17534	Ccan_CDP20661	Ccan_CDP20478	Ccan_CDP18517	Ccan_CDP17499	Ccan_CDP17534	Ccan_CDP20070	Ccan_CDP20661	Ccan_CDP09164	Ccan_CDP18167		Ccan_CDP17534	Ccan_CDP11814	Ccan_CDP16811	Ccan_CDP08658	Ccan_CDP14998				Ccan_CDP19809	Ccan_CDP02087							Ccan_CDP08187			Ccan_CDP13732	Ccan_CDP01465		Ccan_CDP00295	Ccan_CDP09112	Ccan_CDO98229							Ccan_CDP15051								Ccan_CDP09969	
Ccan_CDP20230	Ccan_CDP22212	Ccan_CDP18259	Ccan_CDP20660	Ccan_CDP09492	Ccan_CDP20670	Ccan_CDP22262	Ccan_CDP21130	Ccan_CDP17498	Ccan_CDP09492	Ccan_CDP20139	Ccan_CDP20693	Ccan_CDP07633	Ccan_CDP10950		Ccan_CDP09492	Ccan_CDP13552	Ccan_CDP08005	Ccan_CDO96987	Ccan_CDO98433				Ccan_CDP19953	Ccan_CDP04544							Ccan_CDP09969			Ccan_CDP05950	Ccan_CDP12251		Ccan_CDP05412	Ccan_CDP03883	Ccan_CDP11894							Ccan_CDO97754								Ccan_CDP13544	
Ccan_CDP20231	Ccan_CDP20474	Ccan_CDP21013	Ccan_CDP20661	Ccan_CDO97701	Ccan_CDP20680	Ccan_CDP20520	Ccan_CDP21131	Ccan_CDP17726	Ccan_CDO97701	Ccan_CDP06946	Ccan_CDP20694	Ccan_CDP07716	Ccan_CDP11528		Ccan_CDO97701	Ccan_CDP14251	Ccan_CDP15945	Ccan_CDP04939	Ccan_CDP12687				Ccan_CDP20154	Ccan_CDP17698							Ccan_CDP13544			Ccan_CDP05814	Ccan_CDP08348		Ccan_CDP19003	Ccan_CDP03882	Ccan_CDP06131							Ccan_CDP13711								Ccan_CDP14521	
Ccan_CDP22096	Ccan_CDP20478	Ccan_CDP21031	Ccan_CDP20670	Ccan_CDO96986	Ccan_CDP17378	Ccan_CDP17012	Ccan_CDP21164	Ccan_CDP20861	Ccan_CDO96986	Ccan_CDP03984	Ccan_CDP17405	Ccan_CDP08770	Ccan_CDP11531		Ccan_CDO96986	Ccan_CDP18634	Ccan_CDP05710	Ccan_CDP00067	Ccan_CDP13742				Ccan_CDP09291	Ccan_CDP17697							Ccan_CDP14521			Ccan_CDP02854	Ccan_CDP15673			Ccan_CDP03678	Ccan_CDP05807							Ccan_CDP13741								Ccan_CDP11297	
Ccan_CDP22097	Ccan_CDP20507	Ccan_CDP21048	Ccan_CDP17378	Ccan_CDP08755	Ccan_CDP20693	Ccan_CDP20623	Ccan_CDP18678	Ccan_CDP18050	Ccan_CDP08755	Ccan_CDP07025	Ccan_CDP17468	Ccan_CDP17822	Ccan_CDP00768		Ccan_CDP08755	Ccan_CDP03148	Ccan_CDP16394	Ccan_CDP09388	Ccan_CDP06369				Ccan_CDP03577	Ccan_CDP00493							Ccan_CDP11297			Ccan_CDP14336	Ccan_CDP04330			Ccan_CDP06853	Ccan_CDP13618							Ccan_CDP05843								Ccan_CDP14482	
Ccan_CDP20232	Ccan_CDP22262	Ccan_CDP18469	Ccan_CDP20693	Ccan_CDP15240	Ccan_CDP17405	Ccan_CDP20633	Ccan_CDP18882	Ccan_CDP20917	Ccan_CDP15240	Ccan_CDP07067	Ccan_CDP20722	Ccan_CDO99520	Ccan_CDP16315		Ccan_CDP15240	Ccan_CDP02373	Ccan_CDP16390	Ccan_CDP09360	Ccan_CDP10088				Ccan_CDP06943	Ccan_CDP15261							Ccan_CDP14482			Ccan_CDP16686	Ccan_CDP06336			Ccan_CDP09178	Ccan_CDP17859							Ccan_CDP16206								Ccan_CDP04435	
Ccan_CDP20234	Ccan_CDP20520	Ccan_CDP18519	Ccan_CDP20694	Ccan_CDO99769	Ccan_CDP20722	Ccan_CDP20634	Ccan_CDP18961	Ccan_CDP18264	Ccan_CDO99769	Ccan_CDP09058	Ccan_CDP17499	Ccan_CDP09365	Ccan_CDP05412		Ccan_CDO99769	Ccan_CDP07839	Ccan_CDP13793	Ccan_CDP17192	Ccan_CDP14214				Ccan_CDP09058								Ccan_CDP04435			Ccan_CDP16699	Ccan_CDP00624			Ccan_CDP03708	Ccan_CDP03108							Ccan_CDP03283								Ccan_CDP01102	
Ccan_CDP20233	Ccan_CDP17012	Ccan_CDP18518	Ccan_CDP17405	Ccan_CDP08729	Ccan_CDP17499	Ccan_CDP20648	Ccan_CDP19072	Ccan_CDP18330	Ccan_CDP08729	Ccan_CDP17054	Ccan_CDP20806	Ccan_CDP14041	Ccan_CDP19003		Ccan_CDP08729	Ccan_CDP12202	Ccan_CDP13796	Ccan_CDP07812	Ccan_CDP16100				Ccan_CDP03624								Ccan_CDP01102			Ccan_CDP02782				Ccan_CDP09228	Ccan_CDP14289							Ccan_CDP02849								Ccan_CDP00192	
Ccan_CDP20235	Ccan_CDP20623	Ccan_CDP18517	Ccan_CDP17468	Ccan_CDP09356	Ccan_CDP17498	Ccan_CDP20661	Ccan_CDP19106	Ccan_CDP18351	Ccan_CDP09356	Ccan_CDP15603	Ccan_CDP20835	Ccan_CDP07719			Ccan_CDP09356	Ccan_CDP07199	Ccan_CDP13570	Ccan_CDP13894	Ccan_CDP03406				Ccan_CDP08987								Ccan_CDP00192			Ccan_CDP02099				Ccan_CDP05063	Ccan_CDP06495							Ccan_CDP10618								Ccan_CDP16860	
Ccan_CDP20237	Ccan_CDP20633	Ccan_CDP21130	Ccan_CDP20722	Ccan_CDP16573	Ccan_CDP17497	Ccan_CDP20690	Ccan_CDP21373	Ccan_CDP18460	Ccan_CDP16573	Ccan_CDP17063	Ccan_CDP20861	Ccan_CDO96762			Ccan_CDP16573	Ccan_CDP04379	Ccan_CDP10416	Ccan_CDP05217	Ccan_CDP02611				Ccan_CDP08482								Ccan_CDP18987			Ccan_CDP08407				Ccan_CDP09418	Ccan_CDP14328							Ccan_CDP09548									
Ccan_CDP20236	Ccan_CDP20634	Ccan_CDP21131	Ccan_CDP17499	Ccan_CDO98936	Ccan_CDP17647	Ccan_CDP20691	Ccan_CDP19316	Ccan_CDP21085	Ccan_CDO98936	Ccan_CDP09229	Ccan_CDP18050	Ccan_CDP19076			Ccan_CDO98936	Ccan_CDP18168	Ccan_CDP10573	Ccan_CDP07772	Ccan_CDP02324				Ccan_CDP14603								Ccan_CDP16860			Ccan_CDP01465				Ccan_CDO97252	Ccan_CDP03055							Ccan_CDP17386									
