Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Cara_E_LOC113701527_rna54407	Cara_E_LOC113709551_rna65125		Cara_E_LOC113729932_rna14902		Cara_E_LOC113730966_rna16853	Cara_E_LOC113703329_rna55801		Cara_E_LOC113742931_rna33267			Cara_E_LOC113719697_rna77024																																												
Cara_E_LOC113701524_rna52553	Cara_E_LOC113719301_rna77869		Cara_E_LOC113710321_rna64347		Cara_E_LOC113704298_rna55647	Cara_E_LOC113742528_rna32449		Cara_E_LOC113731427_rna17752			Cara_E_LOC113730142_rna15301																																												
Cara_E_LOC113701525_rna53132	Cara_E_LOC113716108_rna7212		Cara_E_LOC113717825_rna7498		Cara_E_LOC113704297_rna56613	Cara_E_LOC113709000_rna6032		Cara_E_LOC113742937_rna30877			Cara_E_LOC113737201_rna25505																																												
Cara_E_LOC113701523_rna52670	Cara_E_LOC113717683_rna77632		Cara_E_LOC113717826_rna75745		Cara_E_LOC113705632_rna5416	Cara_E_LOC113712984_rna6703		Cara_E_LOC113688477_rna36300			Cara_E_LOC113704298_rna55647																																												
Cara_E_LOC113701520_rna54880	Cara_E_LOC113738049_rna25380		Cara_E_LOC113731891_rna18573		Cara_E_LOC113741301_rna31367	Cara_E_LOC113694944_rna45352		Cara_E_LOC113695498_rna47315			Cara_E_LOC113704297_rna56613																																												
Cara_E_LOC113701521_rna52667	Cara_E_LOC113736914_rna27764		Cara_E_LOC113703467_rna56486		Cara_E_LOC113741306_rna32600	Cara_E_LOC113718028_rna77119		Cara_E_LOC113719677_rna75333			Cara_E_LOC113705632_rna5416																																												
Cara_E_LOC113701528_rna52806	Cara_E_LOC113730540_rna16025		Cara_E_LOC113732704_rna20541		Cara_E_LOC113702292_rna53833	Cara_E_LOC113703730_rna56003		Cara_E_LOC113730163_rna15335			Cara_E_LOC113703121_rna58662																																												
Cara_E_LOC113701529_rna53808	Cara_E_LOC113730549_rna16035		Cara_E_LOC113732705_rna20544		Cara_E_LOC113702297_rna4708	Cara_E_LOC113718975_rna75950		Cara_E_LOC113730161_rna15329			Cara_E_LOC113741301_rna31367																																												
Cara_E_LOC113689225_rna4851	Cara_E_LOC113731498_rna17858		Cara_E_LOC113701102_rna54672		Cara_E_LOC113729877_rna14801	Cara_E_LOC113719082_rna76734		Cara_E_LOC113730166_rna15345			Cara_E_LOC113741306_rna32600																																												
Cara_E_LOC113687944_rna36396	Cara_E_LOC113731492_rna17849		Cara_E_LOC113711759_rna66964		Cara_E_LOC113697439_rna45176	Cara_E_LOC113719083_rna76732		Cara_E_LOC113713072_rna66547			Cara_E_LOC113741308_rna32986																																												
Cara_E_LOC113687947_rna3460	Cara_E_LOC113736260_rna26192		Cara_E_LOC113711755_rna67790		Cara_E_LOC113696387_rna46793	Cara_E_LOC113719086_rna77255		Cara_E_LOC113736648_rna27177			Cara_E_LOC113702292_rna53833																																												
Cara_E_LOC113687946_rna35961	Cara_E_LOC113736264_rna26203		Cara_E_LOC113743491_rna34237		Cara_E_LOC113696382_rna46784	Cara_E_LOC113743226_rna36278		Cara_E_LOC113701213_rna54270			Cara_E_LOC113702296_rna53724																																												
Cara_E_LOC113704060_rna57164	Cara_E_LOC113742698_rna31588		Cara_E_LOC113741387_rna30959		Cara_E_LOC113741483_rna31635	Cara_E_LOC113738075_rna25459		Cara_E_LOC113701218_rna53877			Cara_E_LOC113742457_rna31596																																												
Cara_E_LOC113687940_rna34814	Cara_E_LOC113732565_rna20124		Cara_E_LOC113741659_rna31953		Cara_E_LOC113694837_rna47330	Cara_E_LOC113730519_rna15974		Cara_E_LOC113703104_rna56252			Cara_E_LOC113741483_rna31635																																												
Cara_E_LOC113687942_rna34435	Cara_E_LOC113732563_rna20104		Cara_E_LOC113697218_rna45835		Cara_E_LOC113710706_rna64228	Cara_E_LOC113733195_rna21554		Cara_E_LOC113703101_rna58647			Cara_E_LOC113694837_rna47330																																												
Cara_E_LOC113704327_rna5173	Cara_E_LOC113703578_rna56600		Cara_E_LOC113697211_rna45048		Cara_E_LOC113736774_rna27158	Cara_E_LOC113710219_rna6225		Cara_E_LOC113688107_rna36998			Cara_E_LOC113695121_rna47009																																												
Cara_E_LOC113687801_rna35271	Cara_E_LOC113741854_rna32059		Cara_E_LOC113698301_rna3596		Cara_E_LOC113687924_rna3453	Cara_E_LOC113732822_rna20825		Cara_E_LOC113688109_rna36416			Cara_E_LOC113710706_rna64228																																												
Cara_E_LOC113687804_rna34750	Cara_E_LOC113701360_rna54227		Cara_E_LOC113730893_rna16729		Cara_E_LOC113709238_rna64650	Cara_E_LOC113741886_rna32920		Cara_E_LOC113742471_rna31768			Cara_E_LOC113712632_rna67233																																												
Cara_E_LOC113687805_rna34900	Cara_E_LOC113701362_rna54226		Cara_E_LOC113730891_rna16725		Cara_E_LOC113709239_rna65517	Cara_E_LOC113702364_rna53163		Cara_E_LOC113729818_rna14697			Cara_E_LOC113687924_rna3453																																												
Cara_E_LOC113687806_rna36445	Cara_E_LOC113711134_rna67038		Cara_E_LOC113730898_rna16734		Cara_E_LOC113709232_rna64381	Cara_E_LOC113696972_rna3343		Cara_E_LOC113710498_rna65800			Cara_E_LOC113709238_rna64650																																												
Cara_E_LOC113687807_rna36052	Cara_E_LOC113711681_rna68820		Cara_E_LOC113710175_rna6216		Cara_E_LOC113717944_rna75570	Cara_E_LOC113696970_rna46439		Cara_E_LOC113712382_rna67596			Cara_E_LOC113709239_rna65517																																												
Cara_E_LOC113687809_rna35184	Cara_E_LOC113700702_rna55004		Cara_E_LOC113704365_rna58151		Cara_E_LOC113730753_rna16451	Cara_E_LOC113703289_rna58380		Cara_E_LOC113695100_rna45106			Cara_E_LOC113709232_rna64381																																												
Cara_E_LOC113704329_rna58446	Cara_E_LOC113712792_rna68550		Cara_E_LOC113699536_rna3902		Cara_E_LOC113738106_rna25546	Cara_E_LOC113728463_rna18997		Cara_E_LOC113714714_rna6966			Cara_E_LOC113719246_rna77232																																												
Cara_E_LOC113704328_rna58301	Cara_E_LOC113740812_rna33099		Cara_E_LOC113742039_rna32503		Cara_E_LOC113732998_rna21169	Cara_E_LOC113697318_rna48205		Cara_E_LOC113687243_rna34736			Cara_E_LOC113717946_rna75571																																												
Cara_E_LOC113704068_rna58053	Cara_E_LOC113728493_rna16265		Cara_E_LOC113703986_rna58105		Cara_E_LOC113732994_rna21165	Cara_E_LOC113697311_rna45725		Cara_E_LOC113717964_rna77718			Cara_E_LOC113730756_rna16460																																												
Cara_E_LOC113718487_rna76518	Cara_E_LOC113709390_rna64865		Cara_E_LOC113703987_rna58861		Cara_E_LOC113732997_rna21170	Cara_E_LOC113697312_rna48662		Cara_E_LOC113717969_rna76232			Cara_E_LOC113730753_rna16451																																												
Cara_E_LOC113718486_rna76499	Cara_E_LOC113711913_rna68818		Cara_E_LOC113703985_rna58622		Cara_E_LOC113732990_rna21159	Cara_E_LOC113714278_rna6895		Cara_E_LOC113709684_rna64210			Cara_E_LOC113737907_rna25904																																												
Cara_E_LOC113718485_rna76463	Cara_E_LOC113697340_rna45996		Cara_E_LOC113736585_rna27042		Cara_E_LOC113712430_rna69239	Cara_E_LOC113696192_rna45341		Cara_E_LOC113701785_rna53398			Cara_E_LOC113732622_rna20351																																												
Cara_E_LOC113718484_rna76442	Cara_E_LOC113714246_rna6893		Cara_E_LOC113736588_rna25974		Cara_E_LOC113712439_rna66299	Cara_E_LOC113731625_rna18093		Cara_E_LOC113701789_rna52821			Cara_E_LOC113732998_rna21169																																												
Cara_E_LOC113718483_rna7611	Cara_E_LOC113694497_rna47765		Cara_E_LOC113701726_rna52912		Cara_E_LOC113710878_rna66676	Cara_E_LOC113731629_rna18097		Cara_E_LOC113732604_rna20296			Cara_E_LOC113732997_rna21170																																												
Cara_E_LOC113718481_rna76430	Cara_E_LOC113694499_rna44591		Cara_E_LOC113732915_rna20998		Cara_E_LOC113711838_rna67407	Cara_E_LOC113730999_rna16916		Cara_E_LOC113741910_rna31645			Cara_E_LOC113732990_rna21159																																												
Cara_E_LOC113718480_rna76423	Cara_E_LOC113694498_rna45170		Cara_E_LOC113732917_rna21000		Cara_E_LOC113711837_rna69200	Cara_E_LOC113704242_rna56137		Cara_E_LOC113741915_rna32599			Cara_E_LOC113701027_rna54973																																												
Cara_E_LOC113718489_rna76534	Cara_E_LOC113697513_rna45672		Cara_E_LOC113703619_rna58343		Cara_E_LOC113697085_rna46391	Cara_E_LOC113697571_rna46541		Cara_E_LOC113688601_rna36120			Cara_E_LOC113712439_rna66299																																												
Cara_E_LOC113718488_rna76525	Cara_E_LOC113711689_rna66386		Cara_E_LOC113703612_rna5001		Cara_E_LOC113710127_rna6208	Cara_E_LOC113719125_rna76529		Cara_E_LOC113712414_rna68519			Cara_E_LOC113743604_rna34494																																												
Cara_E_LOC113719288_rna77048	Cara_E_LOC113713890_rna6825		Cara_E_LOC113688512_rna36605		Cara_E_LOC113694978_rna45929	Cara_E_LOC113730235_rna15475		Cara_E_LOC113743662_rna34199			Cara_E_LOC113710878_rna66676																																												
Cara_E_LOC113719289_rna77050	Cara_E_LOC113731511_rna17878		Cara_E_LOC113695530_rna47683		Cara_E_LOC113718018_rna76641	Cara_E_LOC113730233_rna15474		Cara_E_LOC113743666_rna36487			Cara_E_LOC113711839_rna6519																																												
Cara_E_LOC113719282_rna77647	Cara_E_LOC113731514_rna17883		Cara_E_LOC113728665_rna17728		Cara_E_LOC113742134_rna32529	Cara_E_LOC113730231_rna15470		Cara_E_LOC113742539_rna31820			Cara_E_LOC113711838_rna67407																																												
Cara_E_LOC113719281_rna77074	Cara_E_LOC113731519_rna17890		Cara_E_LOC113697003_rna45020		Cara_E_LOC113736976_rna27891	Cara_E_LOC113742776_rna33786		Cara_E_LOC113742535_rna31736			Cara_E_LOC113711837_rna69200																																												
Cara_E_LOC113719286_rna75161	Cara_E_LOC113701988_rna53256		Cara_E_LOC113697002_rna45021		Cara_E_LOC113736979_rna27903	Cara_E_LOC113742777_rna31836		Cara_E_LOC113694953_rna45471			Cara_E_LOC113697085_rna46391																																												
Cara_E_LOC113719284_rna77643	Cara_E_LOC113702984_rna58706		Cara_E_LOC113717650_rna75928		Cara_E_LOC113731470_rna17811	Cara_E_LOC113742775_rna31236		Cara_E_LOC113694950_rna46869			Cara_E_LOC113717361_rna7430																																												
Cara_E_LOC113707143_rna5693	Cara_E_LOC113702986_rna57466		Cara_E_LOC113717654_rna77696		Cara_E_LOC113731474_rna17819	Cara_E_LOC113731545_rna17942		Cara_E_LOC113718697_rna7642			Cara_E_LOC113704002_rna56634																																												
Cara_E_LOC113688056_rna36201	Cara_E_LOC113702982_rna58035		Cara_E_LOC113694660_rna47441		Cara_E_LOC113701646_rna54256	Cara_E_LOC113731544_rna17940		Cara_E_LOC113718964_rna75163			Cara_E_LOC113718018_rna76641																																												
Cara_E_LOC113688057_rna34349	Cara_E_LOC113733202_rna21565		Cara_E_LOC113719554_rna75605		Cara_E_LOC113732816_rna20813	Cara_E_LOC113732781_rna20745		Cara_E_LOC113718969_rna7680			Cara_E_LOC113718904_rna75237																																												
Cara_E_LOC113688054_rna3504	Cara_E_LOC113733208_rna21585		Cara_E_LOC113719551_rna75393		Cara_E_LOC113731433_rna17766	Cara_E_LOC113695199_rna46446		Cara_E_LOC113705819_rna5444			Cara_E_LOC113742134_rna32529																																												
Cara_E_LOC113688055_rna36590	Cara_E_LOC113716627_rna7295		Cara_E_LOC113730662_rna16290		Cara_E_LOC113703087_rna58998	Cara_E_LOC113695194_rna45210		Cara_E_LOC113736226_rna26106			Cara_E_LOC113736976_rna27891																																												
Cara_E_LOC113688053_rna36588	Cara_E_LOC113710459_rna64276		Cara_E_LOC113730667_rna16296		Cara_E_LOC113703085_rna55998	Cara_E_LOC113702440_rna52584		Cara_E_LOC113710225_rna65864			Cara_E_LOC113736970_rna27884																																												
Cara_E_LOC113688050_rna35902	Cara_E_LOC113710452_rna65942		Cara_E_LOC113730668_rna16301		Cara_E_LOC113702350_rna52776	Cara_E_LOC113702442_rna52581		Cara_E_LOC113732834_rna20842			Cara_E_LOC113731470_rna17811																																												
Cara_E_LOC113688051_rna35903	Cara_E_LOC113718706_rna7644		Cara_E_LOC113708033_rna5846		Cara_E_LOC113712084_rna68442	Cara_E_LOC113700968_rna54068		Cara_E_LOC113732833_rna20841			Cara_E_LOC113701646_rna54256																																												
Cara_E_LOC113688058_rna36721	Cara_E_LOC113712347_rna69056		Cara_E_LOC113687962_rna34599		Cara_E_LOC113729782_rna14630	Cara_E_LOC113709718_rna64389		Cara_E_LOC113697302_rna47260			Cara_E_LOC113731433_rna17766																																												
Cara_E_LOC113688059_rna35103	Cara_E_LOC113712344_rna67287		Cara_E_LOC113687960_rna34535		Cara_E_LOC113697323_rna45721	Cara_E_LOC113716117_rna7211		Cara_E_LOC113697306_rna47291			Cara_E_LOC113703087_rna58998																																												
Cara_E_LOC113706893_rna5643	Cara_E_LOC113711497_rna6452		Cara_E_LOC113731952_rna18687		Cara_E_LOC113717758_rna75133	Cara_E_LOC113697294_rna45028		Cara_E_LOC113697307_rna46819			Cara_E_LOC113703085_rna55998																																												
Cara_E_LOC113736284_rna26255	Cara_E_LOC113709857_rna65161		Cara_E_LOC113731959_rna18701		Cara_E_LOC113695780_rna46105	Cara_E_LOC113697296_rna45697		Cara_E_LOC113711957_rna66719			Cara_E_LOC113702688_rna56182																																												
Cara_E_LOC113742079_rna32931	Cara_E_LOC113715770_rna7144		Cara_E_LOC113719052_rna77727		Cara_E_LOC113694784_rna46761	Cara_E_LOC113697298_rna47385		Cara_E_LOC113730986_rna16898			Cara_E_LOC113729786_rna14641																																												
Cara_E_LOC113742078_rna33535	Cara_E_LOC113697532_rna48210		Cara_E_LOC113713013_rna68661		Cara_E_LOC113731673_rna18175	Cara_E_LOC113717999_rna77436		Cara_E_LOC113704237_rna58338			Cara_E_LOC113729788_rna14639																																												
Cara_E_LOC113742075_rna31823	Cara_E_LOC113695398_rna47619		Cara_E_LOC113713017_rna68749		Cara_E_LOC113701272_rna54050	Cara_E_LOC113717990_rna76735		Cara_E_LOC113704230_rna58375			Cara_E_LOC113697323_rna45721																																												
Cara_E_LOC113742074_rna33889	Cara_E_LOC113694512_rna45215		Cara_E_LOC113743595_rna34311		Cara_E_LOC113701271_rna53314	Cara_E_LOC113717993_rna75684		Cara_E_LOC113731552_rna17951			Cara_E_LOC113695780_rna46105																																												
Cara_E_LOC113742077_rna33738	Cara_E_LOC113694516_rna46187		Cara_E_LOC113730300_rna15608		Cara_E_LOC113704218_rna57373	Cara_E_LOC113717995_rna77413		Cara_E_LOC113741469_rna33476			Cara_E_LOC113711979_rna66219																																												
Cara_E_LOC113742076_rna33098	Cara_E_LOC113729973_rna14989		Cara_E_LOC113736467_rna26178		Cara_E_LOC113688167_rna36631	Cara_E_LOC113717997_rna76532		Cara_E_LOC113710414_rna66077			Cara_E_LOC113694784_rna46761																																												
Cara_E_LOC113742071_rna32759	Cara_E_LOC113696603_rna3270		Cara_E_LOC113702159_rna53511		Cara_E_LOC113730262_rna15533	Cara_E_LOC113696659_rna3278		Cara_E_LOC113714465_rna6922			Cara_E_LOC113719616_rna77488																																												
Cara_E_LOC113742073_rna32077	Cara_E_LOC113730003_rna15042		Cara_E_LOC113742176_rna33157		Cara_E_LOC113730268_rna15541	Cara_E_LOC113719459_rna77952		Cara_E_LOC113711452_rna6447			Cara_E_LOC113731674_rna18176																																												
Cara_E_LOC113688940_rna4377	Cara_E_LOC113730002_rna15041		Cara_E_LOC113712820_rna66799		Cara_E_LOC113702217_rna53825	Cara_E_LOC113730034_rna15092		Cara_E_LOC113688226_rna37040			Cara_E_LOC113701272_rna54050																																												
Cara_E_LOC113688949_rna4381	Cara_E_LOC113730004_rna15047		Cara_E_LOC113693264_rna4646		Cara_E_LOC113742729_rna31218	Cara_E_LOC113730780_rna16521		Cara_E_LOC113688221_rna35866			Cara_E_LOC113701273_rna54147																																												
Cara_E_LOC113736548_rna26942	Cara_E_LOC113731752_rna18312		Cara_E_LOC113696223_rna44644		Cara_E_LOC113742724_rna32184	Cara_E_LOC113687849_rna35883		Cara_E_LOC113711458_rna68381			Cara_E_LOC113704210_rna58966																																												
Cara_E_LOC113736549_rna26944	Cara_E_LOC113731759_rna18323		Cara_E_LOC113741523_rna32209		Cara_E_LOC113702961_rna57800	Cara_E_LOC113704336_rna57078		Cara_E_LOC113695606_rna47479			Cara_E_LOC113719153_rna75408																																												
Cara_E_LOC113736546_rna26937	Cara_E_LOC113701511_rna53302		Cara_E_LOC113733149_rna21472		Cara_E_LOC113732133_rna19058	Cara_E_LOC113702057_rna53064		Cara_E_LOC113697117_rna44824			Cara_E_LOC113730265_rna15536																																												
Cara_E_LOC113736547_rna26939	Cara_E_LOC113687871_rna35892		Cara_E_LOC113742958_rna31829		Cara_E_LOC113712324_rna68613	Cara_E_LOC113712902_rna68383		Cara_E_LOC113738217_rna25823			Cara_E_LOC113730264_rna15535																																												
Cara_E_LOC113736544_rna26933	Cara_E_LOC113687873_rna36664		Cara_E_LOC113742952_rna31614		Cara_E_LOC113712322_rna68494	Cara_E_LOC113732087_rna18927		Cara_E_LOC113731798_rna18384			Cara_E_LOC113730262_rna15533																																												
Cara_E_LOC113736545_rna26594	Cara_E_LOC113711638_rna68889		Cara_E_LOC113716677_rna7301		Cara_E_LOC113714440_rna6918	Cara_E_LOC113732339_rna19445		Cara_E_LOC113731797_rna18382			Cara_E_LOC113730268_rna15541																																												
Cara_E_LOC113736542_rna26920	Cara_E_LOC113688063_rna34612		Cara_E_LOC113703009_rna57743		Cara_E_LOC113688209_rna37071	Cara_E_LOC113732334_rna19438		Cara_E_LOC113701081_rna53447			Cara_E_LOC113702217_rna53825																																												
Cara_E_LOC113736543_rna26924	Cara_E_LOC113688060_rna35553		Cara_E_LOC113703005_rna58865		Cara_E_LOC113709723_rna64333	Cara_E_LOC113732337_rna19442		Cara_E_LOC113743378_rna34183			Cara_E_LOC113742729_rna31218																																												
Cara_E_LOC113736540_rna26918	Cara_E_LOC113719729_rna77356		Cara_E_LOC113710539_rna64729		Cara_E_LOC113704374_rna58628	Cara_E_LOC113732336_rna19441		Cara_E_LOC113688024_rna34322			Cara_E_LOC113742724_rna32184																																												
Cara_E_LOC113737639_rna27600	Cara_E_LOC113706221_rna5523		Cara_E_LOC113704175_rna56176		Cara_E_LOC113708890_rna6001	Cara_E_LOC113700346_rna54977		Cara_E_LOC113741203_rna33854			Cara_E_LOC113702961_rna57800																																												
Cara_E_LOC113737638_rna27598	Cara_E_LOC113732054_rna18872		Cara_E_LOC113704170_rna57140		Cara_E_LOC113738272_rna25951	Cara_E_LOC113741790_rna32521		Cara_E_LOC113701203_rna54591			Cara_E_LOC113732133_rna19058																																												
Cara_E_LOC113737637_rna27597	Cara_E_LOC113732057_rna18875		Cara_E_LOC113719697_rna77024		Cara_E_LOC113738271_rna25952	Cara_E_LOC113741797_rna32546		Cara_E_LOC113701200_rna53997			Cara_E_LOC113741407_rna31142																																												
Cara_E_LOC113737636_rna27596	Cara_E_LOC113732052_rna18869		Cara_E_LOC113730142_rna15301		Cara_E_LOC113730063_rna15158	Cara_E_LOC113733060_rna21306		Cara_E_LOC113741783_rna31780			Cara_E_LOC113712324_rna68613																																												
Cara_E_LOC113737635_rna27595	Cara_E_LOC113709314_rna64635		Cara_E_LOC113736665_rna25816		Cara_E_LOC113730060_rna15150	Cara_E_LOC113712290_rna66245		Cara_E_LOC113695065_rna46895			Cara_E_LOC113712322_rna68494																																												
Cara_E_LOC113737634_rna27594	Cara_E_LOC113742800_rna31685		Cara_E_LOC113737201_rna25505		Cara_E_LOC113701851_rna53124	Cara_E_LOC113712291_rna68511		Cara_E_LOC113713648_rna6792			Cara_E_LOC113713490_rna6770																																												
Cara_E_LOC113737633_rna27593	Cara_E_LOC113703668_rna57580		Cara_E_LOC113741307_rna31344		Cara_E_LOC113701859_rna4592	Cara_E_LOC113712294_rna67238		Cara_E_LOC113709519_rna64373			Cara_E_LOC113688209_rna37071																																												
Cara_E_LOC113732046_rna18862	Cara_E_LOC113703667_rna57581		Cara_E_LOC113704298_rna55647		Cara_E_LOC113738189_rna25761	Cara_E_LOC113695011_rna46778		Cara_E_LOC113730585_rna16112			Cara_E_LOC113704374_rna58628																																												
Cara_E_LOC113732045_rna18861	Cara_E_LOC113703666_rna58941		Cara_E_LOC113704297_rna56613		Cara_E_LOC113738184_rna25758	Cara_E_LOC113710671_rna64514		Cara_E_LOC113732527_rna19967			Cara_E_LOC113697176_rna45187																																												
Cara_E_LOC113732044_rna18859	Cara_E_LOC113703665_rna58942		Cara_E_LOC113705632_rna5416		Cara_E_LOC113731002_rna16928	Cara_E_LOC113709520_rna64367		Cara_E_LOC113701327_rna53088			Cara_E_LOC113697170_rna45069																																												
Cara_E_LOC113732041_rna18856	Cara_E_LOC113710392_rna66118		Cara_E_LOC113703121_rna58662		Cara_E_LOC113737097_rna26296	Cara_E_LOC113736744_rna25901		Cara_E_LOC113701329_rna4420			Cara_E_LOC113730063_rna15158																																												
Cara_E_LOC113732048_rna18865	Cara_E_LOC113710645_rna64640		Cara_E_LOC113741301_rna31367		Cara_E_LOC113737090_rna26095	Cara_E_LOC113701690_rna54309		Cara_E_LOC113702662_rna58362			Cara_E_LOC113730060_rna15150																																												
Cara_E_LOC113743855_rna34422	Cara_E_LOC113694992_rna45831		Cara_E_LOC113741306_rna32600		Cara_E_LOC113743354_rna35475	Cara_E_LOC113701697_rna54327		Cara_E_LOC113712758_rna66355			Cara_E_LOC113701851_rna53124																																												
Cara_E_LOC113743856_rna34423	Cara_E_LOC113694990_rna46044		Cara_E_LOC113741308_rna32986		Cara_E_LOC113741269_rna33619	Cara_E_LOC113730597_rna16137		Cara_E_LOC113712756_rna66920			Cara_E_LOC113701859_rna4592																																												
Cara_E_LOC113743857_rna34424	Cara_E_LOC113688549_rna36015		Cara_E_LOC113702292_rna53833		Cara_E_LOC113741261_rna32738	Cara_E_LOC113730596_rna16135		Cara_E_LOC113716441_rna7270			Cara_E_LOC113738189_rna25761																																												
Cara_E_LOC113743851_rna34402	Cara_E_LOC113696830_rna48296		Cara_E_LOC113702296_rna53724		Cara_E_LOC113741193_rna32134	Cara_E_LOC113730594_rna16133		Cara_E_LOC113703214_rna56716			Cara_E_LOC113738184_rna25758																																												
Cara_E_LOC113743852_rna34418	Cara_E_LOC113715521_rna7103		Cara_E_LOC113742457_rna31596		Cara_E_LOC113702024_rna4629	Cara_E_LOC113731247_rna17421		Cara_E_LOC113709355_rna64920			Cara_E_LOC113738186_rna25756																																												
Cara_E_LOC113743853_rna34421	Cara_E_LOC113697057_rna48706		Cara_E_LOC113741483_rna31635		Cara_E_LOC113712958_rna6697	Cara_E_LOC113731249_rna17423		Cara_E_LOC113694726_rna47097			Cara_E_LOC113737097_rna26296																																												
Cara_E_LOC113743858_rna34425	Cara_E_LOC113717605_rna7464		Cara_E_LOC113695121_rna47009		Cara_E_LOC113695046_rna44950	Cara_E_LOC113687672_rna36549		Cara_E_LOC113695923_rna44919			Cara_E_LOC113737090_rna26095																																												
Cara_E_LOC113743859_rna34426	Cara_E_LOC113718654_rna77781		Cara_E_LOC113710706_rna64228		Cara_E_LOC113687309_rna34882	Cara_E_LOC113688232_rna36894		Cara_E_LOC113717570_rna75484			Cara_E_LOC113741269_rna33619																																												
Cara_E_LOC113696059_rna45576	Cara_E_LOC113719524_rna77973		Cara_E_LOC113712632_rna67233		Cara_E_LOC113718638_rna77494	Cara_E_LOC113732534_rna19995		Cara_E_LOC113718800_rna76783			Cara_E_LOC113741261_rna32738																																												
Cara_E_LOC113696055_rna48584	Cara_E_LOC113730630_rna16235		Cara_E_LOC113687924_rna3453		Cara_E_LOC113730568_rna16066	Cara_E_LOC113701332_rna4423		Cara_E_LOC113730289_rna15587			Cara_E_LOC113703954_rna58550																																												
Cara_E_LOC113696054_rna48579	Cara_E_LOC113736771_rna26043		Cara_E_LOC113709238_rna64650		Cara_E_LOC113730565_rna16065	Cara_E_LOC113701335_rna53307		Cara_E_LOC113730288_rna15589			Cara_E_LOC113741199_rna32098																																												
Cara_E_LOC113696057_rna48586	Cara_E_LOC113701492_rna53252		Cara_E_LOC113709239_rna65517		Cara_E_LOC113736249_rna26171	Cara_E_LOC113706953_rna5656		Cara_E_LOC113730280_rna15563			Cara_E_LOC113703959_rna56436																																												
Cara_E_LOC113696051_rna47690	Cara_E_LOC113701490_rna53199		Cara_E_LOC113709232_rna64381		Cara_E_LOC113731210_rna17363	Cara_E_LOC113703208_rna56715		Cara_E_LOC113698884_rna3727			Cara_E_LOC113712950_rna67203																																												
Cara_E_LOC113696052_rna48583	Cara_E_LOC113703253_rna58086		Cara_E_LOC113719246_rna77232		Cara_E_LOC113737994_rna25241	Cara_E_LOC113742644_rna32578		Cara_E_LOC113731886_rna18560			Cara_E_LOC113711213_rna6396																																												
Cara_E_LOC113711283_rna67940	Cara_E_LOC113703258_rna55840		Cara_E_LOC113717946_rna75571		Cara_E_LOC113737112_rna25457	Cara_E_LOC113709324_rna65962		Cara_E_LOC113731887_rna18565			Cara_E_LOC113695046_rna44950																																												
Cara_E_LOC113711280_rna67935	Cara_E_LOC113688382_rna36778		Cara_E_LOC113730756_rna16460		Cara_E_LOC113737110_rna27561	Cara_E_LOC113729934_rna14904		Cara_E_LOC113731883_rna18558			Cara_E_LOC113712177_rna67898																																												
Cara_E_LOC113711281_rna67937	Cara_E_LOC113688380_rna35882		Cara_E_LOC113730753_rna16451		Cara_E_LOC113703554_rna58535	Cara_E_LOC113729932_rna14902		Cara_E_LOC113733240_rna21641			Cara_E_LOC113709575_rna64919																																												
